id|fecha_relevamiento|alu_otestsup_uni|alu_otestsup_tipo|alu_otestsup_carr|alu_otestsup_area|alu_otestsup_niv|alu_otestsup_esta|alu_otestsup_egre|
889|21/06/2022||||||||
912|20/04/2017||||||||
922|01/04/2002||||||||
926|01/04/2002||||||||
929|01/04/2002||||||||
940|01/04/2002||||||||
976|14/02/2014||||||||
980|20/04/2017||||||||
993|01/04/2002||||||||
1017|01/04/2002||||||||
1025|01/04/2002||||||||
1026|20/04/2017||||||||
1035|01/04/2002||||||||
1040|01/04/2002||||||||
1063|30/11/2016||||||||
1101|01/04/2002||||||||
1115|01/04/2002||||||||
1124|01/04/2002||||||||
1130|01/04/2002||||||||
1136|16/03/2005||||||||
1153|01/04/2002||||||||
1173|16/03/2007||||||||
1175|01/04/2002||||||||
1191|01/04/2002||||||||
1195|01/04/2002||||||||
1196|01/04/2002||||||||
1201|20/09/2007||||||||
1209|01/04/2002||||||||
1215|06/03/2012||||||||
1222|09/02/2004||||||||
1231|01/04/2002||||||||
1242|01/04/2002||||||||
1274|01/04/2002||||||||
1278|01/04/2002||||||||
1280|01/04/2002||||||||
1290|15/02/2005||||||||
1316|05/12/2002||||||||
1318|01/04/2002||||||||
1322|01/04/2002||||||||
1328|20/02/2009||||||||
1343|20/04/2017||||||||
1350|01/04/2002||||||||
1356|01/04/2002||||||||
1378|01/04/2002||||||||
1385|07/03/2006||||||||
1387|01/04/2002||||||||
1417|01/04/2002||||||||
1423|01/04/2002||||||||
1428|06/03/2004||||||||
1435|08/03/2004||||||||
1438|01/04/2002||||||||
1445|01/10/2012||||||||
1456|01/04/2002||||||||
1464|20/04/2017||||||||
1479|01/04/2002||||||||
1516|01/04/2002||||||||
1520|01/04/2002||||||||
1521|01/04/2002||||||||
1524|21/06/2022||||||||
1525|01/04/2002||||||||
1553|01/04/2002||||||||
1561|01/04/2002||||||||
1580|01/04/2002||||||||
1594|01/04/2002||||||||
1599|01/04/2002||||||||
1603|01/04/2002||||||||
1619|04/03/2003||||||||
1629|06/12/2002||||||||
1646|20/04/2017||||||||
1682|19/03/2019||||||||
1688|01/04/2002||||||||
1696|20/03/2014|UNCPBA|Pública|Ingenieria de Sistemas|Ciencias Aplicadas|Universitario|Terminó|2013|
1703|05/08/2006||||||||
1705|01/04/2002||||||||
1727|21/06/2022||||||||
1737|01/04/2002||||||||
1753|06/12/2002||||||||
1759|01/04/2002||||||||
1762|01/04/2002||||||||
1786|09/02/2010||||||||
1794|23/02/2022|Universidad Nacional de La Plata|Pública|Lic en Diseño Multimedial|Sin especificación|Universitario|Terminó|2012|
1811|01/04/2002||||||||
1833|07/03/2004||||||||
1863|20/04/2017||||||||
1882|01/04/2002||||||||
1895|21/06/2022||||||||
1916|08/03/2004||||||||
1919|26/06/2019||||||||
1921|07/03/2022|UNICEN|Pública|ING QUIMICA|Ciencias Aplicadas|Universitario|Abandonó||
1923|01/04/2002||||||||
1947|06/03/2012||||||||
1972|24/02/2015||||||||
1992|01/04/2002||||||||
1993|12/03/2004||||||||
1998|23/02/2007||||||||
2002|01/04/2002||||||||
2009|18/06/2009||||||||
2012|07/03/2006||||||||
2021|04/08/2005||||||||
2031|01/04/2002||||||||
2036|27/05/2013||||||||
2046|27/11/2002||||||||
2047|20/04/2017||||||||
2056|05/07/2004||||||||
2064|13/03/2009||||||||
2078|18/12/2002||||||||
2097|20/04/2017||||||||
2099|16/02/2010||||||||
2106|01/04/2002||||||||
2112|01/04/2002||||||||
2115|02/10/2008||||||||
2118|01/04/2002||||||||
2148|09/12/2002||||||||
2149|01/04/2002||||||||
2157|20/04/2017||||||||
2160|20/04/2017||||||||
2166|27/02/2009||||||||
2171|16/02/2010||||||||
2177|01/04/2002||||||||
2185|09/03/2010||||||||
2188|09/08/2019||||||||
2240|01/04/2002||||||||
2247|10/02/2022|I.S.F.D. Y T. SUETRA|Privada|PROFESORA EN MATEMATICA|Educación|Superior no universitario|Terminó|2012|
2250|10/02/2004||||||||
2251|01/04/2002||||||||
2252|01/04/2002||||||||
2254|07/03/2011|fydhe|Privada|secretariado administrativo contable|Sin especificación|Superior no universitario|Terminó|2010|
2258|09/12/2002||||||||
2259|01/04/2002||||||||
2267|11/04/2010||||||||
2279|01/04/2017||||||||
2285|26/04/2004||||||||
3534|26/04/2004||||||||
2305|04/11/2008||||||||
2313|01/04/2002||||||||
2317|01/04/2002||||||||
2318|11/02/2003||||||||
2329|01/04/2002||||||||
2335|12/02/2003||||||||
2342|03/03/2010||||||||
2348|01/04/2002||||||||
2393|06/03/2007||||||||
2397|01/04/2002||||||||
2399|01/04/2002||||||||
2403|17/12/2002||||||||
2407|01/04/2002||||||||
2408|01/04/2002||||||||
2411|03/03/2009||||||||
2418|21/06/2022|Universidad Nac. del Centro de la Pcia. de Bs. As.|Pública|Licenciatura en Ciencias Matemáticas|Ciencias Básicas|Universitario|Terminó|2008|
2419|28/11/2012||||||||
2443|11/02/2019||||||||
2445|01/04/2002||||||||
2446|09/03/2018||||||||
2475|01/02/2021|UNIVERSIDAD NACIONAL DE MAR DEL PLATA|Pública|DISEÑO INDUSTRIAL||Universitario|Terminó|2006|
2477|01/04/2002||||||||
2483|01/04/2002||||||||
2485|01/04/2002||||||||
2490|06/03/2012||||||||
2497|01/04/2002||||||||
2549|03/06/2004||||||||
2554|01/04/2002||||||||
2561|01/04/2002||||||||
2565|27/08/2012||||||||
2569|11/04/2003||||||||
2580|27/04/2006||||||||
2586|03/02/2007||||||||
2590|01/04/2002||||||||
2595|01/04/2002||||||||
2613|19/02/2004||||||||
2618|22/03/2011||||||||
2631|10/05/2012||||||||
2641|17/08/2005||||||||
2645|29/03/2004||||||||
2649|01/04/2002||||||||
2656|21/06/2022||||||||
2689|05/03/2018|Centro de la provincia de buenos aire|Pública|Sistemas|Educación|Universitario|Continúa|0|
2704|12/04/2002||||||||
2714|02/03/2017||||||||
2721|20/03/2017||||||||
2724|20/04/2017||||||||
2733|17/02/2010||||||||
2748|16/10/2014||||||||
2754|18/12/2002||||||||
2793|12/02/2009||||||||
2798|12/04/2022||||||||
2801|28/04/2011||||||||
2805|27/02/2006||||||||
2823|18/08/2005||||||||
2845|09/06/2014||||||||
2852|23/02/2022||||||||
2858|10/01/2016||||||||
2863|03/02/2004||||||||
2874|08/02/2004||||||||
2879|30/09/2016||||||||
2928|04/03/2008||||||||
2932|18/04/2002||||||||
2955|18/04/2002||||||||
2963|24/08/2007||||||||
2967|24/04/2002||||||||
2977|30/04/2002||||||||
3002|20/03/2018||||||||
3008|12/03/2004||||||||
3016|14/06/2007||||||||
3034|21/02/2005||||||||
3052|21/02/2005||||||||
3087|09/04/2003||||||||
3102|10/04/2003||||||||
3108|30/11/2012||||||||
3142|01/03/2004||||||||
3160|06/02/2009||||||||
3164|16/04/2003||||||||
3177|29/06/2015||||||||
3178|21/02/2015||||||||
3186|16/04/2003||||||||
3188|17/02/2010||||||||
3199|21/04/2003||||||||
3207|05/11/2019||||||||
3211|24/03/2016||||||||
3217|18/04/2013||||||||
3218|12/03/2022|ISFD Nº 16|Pública|Tramo Pedagógico de Nivel Medio|Educación|Superior no universitario|Terminó|2018|
3222|09/04/2018||||||||
3278|30/04/2003||||||||
3279|04/08/2004||||||||
3324|15/04/2004||||||||
3335|16/04/2004||||||||
3338|04/03/2006||||||||
3339|15/03/2005||||||||
3341|09/03/2009||||||||
3360|05/03/2021|ISFDT Nro. 10|Pública|Prof. Inglés|Educación|Superior no universitario|Continúa||
3362|01/07/2022|UNICEN|Pública|Analista Programador Universitario|Ciencias Aplicadas|Universitario|Terminó|2017|
3389|05/02/2018||||||||
3399|14/04/2004||||||||
3404|13/05/2022||||||||
3405|14/04/2004||||||||
3411|16/04/2004||||||||
3416|16/04/2004||||||||
3448|20/02/2012||||||||
3464|16/04/2004||||||||
3489|27/02/2006||||||||
3507|18/04/2022|IAC|Privada|Diseño Web Avanzado|Sin especificación|Superior no universitario|Terminó|2002|
3518|23/04/2004||||||||
3520|23/04/2004||||||||
3524|23/04/2004||||||||
3539|06/04/2020||||||||
3546|26/04/2004||||||||
3551|02/03/2010||||||||
3556|11/03/2010||||||||
3557|26/04/2004||||||||
3600|21/06/2022||||||||
3608|07/02/2008||||||||
3626|18/02/2016||||||||
3630|17/03/2005||||||||
3660|22/03/2005||||||||
3664|10/08/2006||||||||
3666|11/08/2010||||||||
3667|21/06/2022||||||||
3676|23/02/2012||||||||
3679|29/03/2005||||||||
3681|17/02/2020||||||||
3685|02/03/2022||||||||
3692|30/03/2005||||||||
3699|15/02/2022||||||||
3701|10/03/2022|UNCPBA|Pública|profesora de matemática||Universitario|Terminó|2010|
3721|21/06/2022||||||||
3731|14/09/2013||||||||
3739|17/12/2010||||||||
3756|18/02/2016||Pública||||||
3757|22/03/2021|Instituto de Formación Docente y Técnica N° 87|Pública|Profesorado para el tercer ciclo de la EGB y la educación polimodal en Matemáticas|Ciencias Básicas|Superior no universitario|Terminó|2012|
3758|08/04/2005||||||||
3759|08/04/2005||||||||
3785|23/03/2005||||||||
3793|16/02/2008||||||||
3811|22/08/2014|Universidad Nacional de Centro de la Provincia de Buenos Aires|Pública|Ingenieria en Sistemas||Universitario|Continúa|2006|
3839|20/04/2017||||||||
3846|22/02/2018||||||||
3854|10/02/2012||||||||
3880|04/04/2022||||||||
3882|18/04/2006||||||||
3885|19/04/2006||||||||
3891|19/04/2006||||||||
3918|23/03/2011||||||||
3930|10/06/2019|JUAN XXIII|Privada|PROFESORADO DE MATEMATICA|Ciencias Básicas|Superior no universitario|Terminó|1987|
3952|02/02/2015||||||||
3963|16/04/2018||||||||
3964|13/03/2008||||||||
3965|10/02/2020||||||||
3967|15/02/2019||||||||
3997|20/04/2017||||||||
4002|27/04/2006||||||||
4004|30/03/2012||||||||
4027|05/05/2006||||||||
4044|28/02/2019||||||||
4050|07/10/2014||||||||
4069|26/03/2013||||||||
4071|25/02/2009||||||||
4089|28/02/2011||||||||
4090|22/02/2010||||||||
4112|22/03/2007||||||||
4115|21/06/2022||||||||
4120|08/03/2009||||||||
4121|05/11/2019||||||||
4127|10/02/2015||||||||
4130|13/03/2013||||||||
4133|23/03/2007||||||||
4134|03/02/2009||||||||
4136|22/03/2007||||||||
4140|14/02/2017||||||||
4141|13/12/2018||||||||
4154|23/01/2022|ISIV|Privada|Analista de Sistemas|Sin especificación|Superior no universitario|Terminó|2014|
4172|26/03/2007||||||||
4173|02/03/2015||||||||
4190|27/03/2007||||||||
4233|02/05/2007||||||||
4236|20/04/2017||||||||
4238|22/05/2007||||||||
4248|28/03/2018||||||||
4253|11/02/2011||||||||
4265|05/10/2017||||||||
4271|21/02/2008||||||||
4276|06/02/2017||||||||
4296|21/06/2022||||||||
4299|31/05/2021||||||||
4309|21/12/2020||||||||
4319|12/04/2013||||||||
4332|26/02/2012||||||||
4337|15/05/2019||||||||
4341|03/03/2013||||||||
4358|05/03/2008||||||||
4373|02/02/2010||||||||
4381|11/03/2008||||||||
4399|12/03/2008||||||||
4412|29/04/2021|Instituto Superior de Formación Docente y/o Técnica N°28|Pública|Profesora de Matemática|Educación|Superior no universitario|Terminó|2006|
4414|13/03/2008||||||||
4422|07/06/2018||||||||
4428|21/02/2022||||||||
4477|08/03/2013||||||||
4498|07/04/2008||||||||
4502|19/04/2012||||||||
4530|07/05/2008||||||||
4567|09/02/2017||||||||
4568|26/02/2009||||||||
4583|18/03/2014||Pública||||||
4611|20/04/2017||||||||
4618|12/03/2009||||||||
4629|21/06/2022||||||||
4637|06/10/2016|univiesidad nacional de centro|Pública|licenciatura en ciencias matematicas|Sin especificación|Universitario|Continúa|2014|
4638|19/03/2009||||||||
4640|26/10/2017||||||||
4656|21/03/2017||||||||
4663|21/06/2022|UNCPBA|Pública|Profesor de Matemática|Educación|Universitario|Terminó|2016|
4675|16/05/2019||||||||
4706|14/03/2011||||||||
4710|07/09/2014|Universidad tecnológica Nacional|Pública|Técnico superior en programacion|||||
4719|07/05/2009||||||||
4724|11/03/2010||||||||
4728|09/05/2022||||||||
4756|21/06/2022||||||||
4777|30/08/2021|UNICEN UNCPBA|Pública|CONTADOR PUBLICO NACIONAL|Ciencias Sociales|Universitario|Terminó|2020|
4785|05/03/2019||||||||
4786|20/04/2017||||||||
4789|23/03/2010||||||||
4791|06/03/2016|Bernardino Rivadavia Nº 156|Pública|Profesorado de matemática|Educación|Superior no universitario|Terminó|2009|
4805|10/04/2019|ISFD Nº79|Pública|Profesor de 3º ciclo EGB y de la educación polimodal en matemática|Educación|Superior no universitario|Terminó|2008|
4807|13/10/2021||||||||
4823|10/06/2019||||||||
4839|26/03/2010|Instituto Superior de formación Docente Nº22|Pública|Profesorado de Tercer Ciclo de la EGB y de la Educación Polimodal en matemática|Educación|Superior no universitario|Terminó|2008|
4841|26/03/2010|Instituto María Madre Nuestra|Privada|Tecnicatura Superior en Análisis de Sistemas|Ciencias Aplicadas|Superior no universitario|Terminó|2008|
4861|11/02/2015||||||||
4864|20/04/2017||||||||
4865|10/03/2020||||||||
4929|08/04/2010||||||||
4935|09/04/2010||||||||
4936|02/02/2014||||||||
4947|09/04/2010||||||||
4990|19/02/2012||||||||
5004|17/03/2022||||||||
5010|23/04/2010||||||||
5013|28/04/2010||||||||
5048|11/02/2022|UNICEN|Pública|LICENCIATURA EN FISICA|Ciencias Aplicadas|Universitario|Abandonó||
5055|29/03/2011||||||||
5059|08/03/2018||||||||
5075|05/04/2011||||||||
5078|12/10/2017|UNICEN|Pública|Diplomatura en Gestión de la Innovación y Negocios Tecnológicos|Ciencias Aplicadas|Universitario|Continúa|2016|
5080|20/04/2017||||||||
5086|05/04/2011||||||||
5113|26/03/2020||||||||
5134|13/02/2017||||||||
5136|22/02/2022||||||||
5140|13/04/2011||||||||
5141|08/02/2022||||||||
5147|30/11/2017||||||||
5154|15/02/2022||||||||
5162|14/04/2011||||||||
5172|03/02/2022|UNICEN|Pública|Profesorado De Matematica|Educación|Universitario|Terminó|2018|
5186|24/02/2016|UNICEN|Pública|Ing. en Sistemas|Sin especificación|Universitario|Continúa||
5206|26/11/2018||||||||
5219|18/05/2011||||||||
5229|04/02/2022|Unicen|Pública|||||0|
5245|21/06/2022||||||||
5254|30/03/2012||||||||
5256|05/10/2021||||||||
5263|11/02/2019||||||||
5283|02/02/2022||||||||
5285|22/02/2015||||||||
5292|28/02/2021|UNICEN Facultad Ciencias Economicas|Pública|Contador Pubico|Ciencias Sociales|Universitario|Continúa||
5301|02/05/2013||||||||
5310|09/03/2022||||||||
5330|23/04/2012||||||||
5342|20/04/2012||||||||
5347|20/04/2012||||||||
5353|20/04/2012||||||||
5369|05/11/2019||||||||
5387|10/02/2017||||||||
5413|22/10/2019|Instituto Superior de Formación Docente Nº 40|Pública|Profesorado en Matemática|Educación|Superior no universitario|Terminó|2010|
5419|14/05/2012||||||||
5423|20/08/2013||||||||
5428|16/05/2012||||||||
5441|18/05/2012||||||||
5456|23/05/2012||||||||
5458|23/05/2012||||||||
5460|23/05/2012||||||||
5474|29/05/2012||||||||
5486|31/05/2012||||||||
5497|06/06/2012||||||||
5503|11/06/2012||||||||
5517|02/03/2020||||||||
5562|14/09/2018||||||||
5563|11/02/2022||||||||
5568|02/03/2022|IPAT|Pública|DISEÑO GRÁFICO|Sin especificación|Superior no universitario|Terminó|2014|
5573|06/04/2018||||||||
5595|09/04/2013||||||||
5601|10/04/2013||||||||
5602|10/04/2013||||||||
5621|10/04/2013||||||||
5627|09/02/2022||||||||
5634|07/03/2017||||||||
5640|21/06/2022||||||||
5644|02/02/2022||||||||
5649|02/11/2021||||||||
5652|09/02/2022||||||||
5655|08/02/2018||||||||
5683|19/04/2013||||||||
5689|01/04/2014|INSTITUTO PADRE ELIZALDE|Privada|PROFESORADO EN MATEMATICA Y COSMOGRAFIA|Educación|Superior no universitario|Terminó|1979|
5690|13/02/2022|Cruz Roja Tandil|Privada|Guardavidas|Sin especificación|Superior no universitario|Terminó|2019|
5698|08/02/2015||||||||
5708|26/03/2017|Universidad Fasta|Privada|Tecnicatura en Informatica|Ciencias Básicas|Universitario|Abandonó||
5742|18/04/2019|terciario|Pública|profesorado en matematicas|Educación|Superior no universitario|Terminó|2006|
5746|01/04/2014||||||||
5762|01/04/2014|No|||||||
5772|01/04/2014||||||||
5783|02/02/2022|||LI|||||
5790|01/04/2014||||||||
5796|01/04/2014||||||||
5797|22/12/2021||||||||
5814|28/03/2022|||||||0|
5821|01/04/2014||||||||
5836|02/08/2021||||||||
5857|03/02/2022|UNCPBA|Pública|Ingeniería en Sistemas|Ciencias Aplicadas|Universitario|Terminó|2021|
5862|07/02/2022|UNICEN|Pública|-REALIZADOR INTEGRAL EN ARTES AUDIOVISUALES|Sin especificación|Universitario|Continúa||
5864|10/03/2021||||||||
5868|16/03/2022||||||||
5902|02/02/2016||||||||
5913|08/04/2015||||||||
5919|03/02/2016||||||||
5923|19/02/2022||||||||
5931|09/02/2022||||||||
5936|09/02/2022|No||-||||0|
5948|21/02/2022||||||||
5950|07/02/2022||||||||
5953|15/02/2022||||||||
5964|14/03/2017||||||||
5970|03/11/2021||||||||
5989|08/04/2015||||||||
5996|30/08/2016|Universidad de Palermo|Privada|Lic. Diseño Gráfico Publicitario|Sin especificación|Universitario|Terminó|2013|
6010|08/04/2015||||||||
6012|06/04/2017||||||||
6014|06/12/2018||||||||
6017|07/03/2022||||||||
6038|06/02/2022||||||||
6040|08/04/2015||||||||
6047|14/05/2018||||||||
6088|18/02/2022||||||||
6105|17/03/2016||||||||
6109|21/05/2019||||||||
6114|31/03/2022||||||||
6148|10/05/2022||||||||
6154|31/03/2016||||||||
6159|11/02/2019|Instituto de Formacion Docente y Tecnico n°152|Pública|Profesorado de Matematica|Educación|Superior no universitario|Terminó|2016|
6160|10/05/2018||||||||
6162|10/04/2020|instituto da vinci|Privada|Diseño Multimedia|Sin especificación|Superior no universitario|Terminó|2010|
6165|05/02/2018|ISFDyT N 148|Pública|Profesor de MAtemática|Educación|Superior no universitario|Terminó|2015|
6190|11/02/2022||||||||
6194|01/04/2016|Instituto seaside|Privada|Ingles|Educación|Superior no universitario|Terminó|2014|
6195|01/04/2016||||||||
6212|01/04/2016||Pública||||Terminó|0|
6222|03/02/2017|unicen|Pública|profesorado de matematica|Educación|Universitario|Continúa|2014|
6225|09/03/2022||||||||
6227|01/04/2016|Escuela de arte multimedial "Da Vinci"|Privada|Diseñador Multimedia|Ciencias Aplicadas|Universitario|Terminó|2014|
6232|05/11/2019|Universidad Nacional del Centro de la Provincia de Buenos Aires|Pública|Lic. en Comunicación Social or. Comunicación Institucional|Ciencias Sociales|Universitario|Continúa||
6239|04/02/2022||||||||
6241|08/04/2020||||||||
6255|02/02/2017|Universidad de Buenos Aires|Pública|Profesorado de enseñanza media y superior en matemática|Educación|Universitario|Terminó|2015|
6279|05/02/2022||||||||
6287|23/02/2022||||||||
6301|13/08/2018|||||||0|
6309|21/03/2019||||||||
6314|02/03/2018||||||||
6319|29/03/2017|Instituto Agrotecnológico Tandil|Pública|Tec. Sup. en Promoción y Desarrollo de Emprendimientos Agropecuarios|Sin especificación|Superior no universitario|Terminó|2012|
6322|29/03/2017||||||||
6372|29/04/2022|UNNE|Pública|abogacia|Ciencias Jurídicas|Universitario|Terminó|2004|
6373|07/02/2022||||||||
6376|14/06/2022|universidad de Morón |Privada|licenciatura en ciencias quimicas|Sin especificación|Universitario|Abandonó|0|
6381|18/03/2019||||||||
6386|07/01/2022||||||||
6424|29/03/2017|Instituto Superior Tandil|Privada|Cheff Internacional|Sin especificación|Superior no universitario|Terminó|2007|
6425|29/03/2017||||||||
6445|03/02/2022||||||||
6470|29/04/2021||||||||
6495|08/02/2022|Facultad de Ingeniería, UNCPBA, Sede Olavarría|Pública|Ingeniería Civil|Ciencias Aplicadas|Universitario|Abandonó|2016|
6497|21/06/2022|Universidad Tecnologica Nacional|Pública|Tecnico Superior en Sistemas Informaticos|Sin especificación|Universitario|Continúa|2017|
6510|29/03/2017||||||||
6512|04/02/2019||||||||
6515|01/03/2022||||||||
6517|11/01/2022||||||||
6541|29/03/2017|UNICEN|Pública|Lic en Diagnostico y Gestión Ambiental|Ciencias Humanas|Universitario|Terminó|2012|
6551|25/03/2018|primera escuela de grafologia cientifica de tandil|Privada|grafologia|Ciencias Humanas|Superior no universitario|Terminó|2014|
6556|08/03/2022||||||||
6560|28/03/2022|Conservatorio de Música |Pública|Profesorado en Música Orientación en Educador Musical|Educación|Superior no universitario|Continúa||
6567|23/03/2022||||||||
6587|25/04/2022|UNICEN TANDIL|Pública|INGENIERIA EN SISTEMAS|||||
6597|19/03/2019||||||||
6606|08/02/2022||||||||
6609|09/05/2022||||||||
6620|03/04/2018||||||||
6628|03/02/2022||||||||
6650|07/02/2022||||||||
6657|15/02/2022|Ninguno, cursando actualmente ing. En sistemas||||||0|
6660|04/02/2022||||||||
6673|13/12/2019||||||||
6684|06/02/2022||Privada||||||
6687|02/03/2019||||||||
6691|18/04/2022||||||||
6698|07/02/2022||||||||
6730|09/02/2022||||||||
6748|07/02/2022||||||||
6755|22/02/2021||||||||
6772|11/02/2022||||||Terminó||
6793|05/11/2019||||||||
6801|18/02/2022|INSTITUTO 130|Pública|ANALISTA DE SISTEMAS|Sin especificación|Superior no universitario|Abandonó||
6822|08/02/2022||||||||
6851|11/04/2020||||||||
6858|06/04/2018|ISFD SUETRA|Privada|PROFESORADO DE MATEMÁTICA|Educación|Superior no universitario|Terminó|2014|
6860|06/04/2018|INSTITUTO FORMACIÓN DOCENTE N°19|Pública|PROFESORADO DE MATEMÁTICAS|Educación|Superior no universitario|Terminó|2017|
6866|08/02/2022|ISFD N°22|Pública|PROFESORA DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA|Educación|Superior no universitario|Terminó|2014|
6867|04/02/2019|INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 24 - QUILMES - PROVINCIA DE BUENOS AIRES|Pública|PROFESORADO EN MATEMATICA|Educación|Superior no universitario|Terminó|1982|
6869|06/04/2018|I. S. F. D. JORGE LUÍS BORGES|Pública|PROFESOR DE MATEMÁTICA|Educación|Superior no universitario|Terminó|2010|
6872|06/04/2018|ISFD N° 17|Pública|PROFESORA DE MATEMÁTICAS EN EGB 3 Y POLIMODAL|Educación|Superior no universitario|Terminó|2005|
6883|09/02/2022|ISFD 19|Pública|PROFESORADO EN MATEMATICA|Educación|Superior no universitario|Terminó|2017|
6926|11/04/2018|INSTITUTO DE FORMACIÓN DOCENTE CONTINUA|Pública|PROFESORADO DE MATEMÁTICA|Educación|Superior no universitario|Terminó|2018|
6939|07/02/2022||||||||
6954|20/03/2022|INSTITUTO DE FORMACIÓN DOCENTE Y CONTINUA|Pública|PROFESORADO EN EDUCACIÓN SECUNDARIA EN MATEMÁTICAS|Educación|Superior no universitario|Terminó|2018|
6957|02/05/2018|INSTITUTO SUPERIOR DE PROFESORADO Nº 1 MANUEL LEIVA|Pública|PROFESORADO DE EDUCACIÓN SECUNDARIA EN MATEMÁTICA|Educación|Superior no universitario|Terminó|2012|
6958|02/05/2018||||||||
6969|04/07/2018|UNIVERSIDAD NACIONAL DEL CENTRO|Pública|REALIZACION INTEGRAL EN ARTES AUDIOVISUALES|Ciencias Aplicadas|Universitario|Terminó|2011|
6981|27/08/2018||||||||
6986|27/08/2018||||||||
6989|27/08/2018|Escuela de Artes Visuales "Martin A. Malharro"|Pública|Tecnica Gráfica|Ciencias Sociales|Superior no universitario|Terminó|2016|
7001|27/08/2018||||||||
7002|27/08/2018||||||||
7004|27/08/2018||||||||
7007|13/02/2020|Universidad Nacional del Centro|Pública|Contador Público Nacional|Ciencias Aplicadas|Universitario|Continúa||
7009|17/04/2022||||||||
7011|27/04/2022|Universidad Nacional del Centro|Pública|Contador Público|Ciencias Aplicadas|Universitario|Continúa||
7020|08/02/2022|Universidad Nacional de La Plata|Pública|Lic. en Geofísica|Ciencias Sociales|Universitario|Abandonó||
7022|04/02/2020|Universidad Nacional del Centro|Pública|Medicina Veterinaria|Ciencias de la Salud|Universitario|Abandonó|0|
7027|22/02/2019|Univ. Nacional del Centro|Pública|Medicina Veterinaria|Ciencias Básicas|Universitario|Continúa||
7061|17/02/2022|UNIVERSIDAD NACIONAL DE TRES DE FEBRERO|Pública|INGENIERÍA DE SONIDO|Ciencias Aplicadas|Universitario|Abandonó|2016|
7085|27/11/2021||||||||
7086|05/04/2022||||||||
7097|04/02/2022||||||||
7112|06/03/2022||||||||
7122|03/02/2020|UTN Trenque Lauquen|Pública|Ingeniería de Sistemas |Ciencias Aplicadas|Universitario|Abandonó||
7123|25/02/2022|Universidad Nacional del Centro de la Provincia de Buenos Aires|Pública|Contador Público|Ciencias Aplicadas|Universitario|Terminó|2017|
7150|03/02/2022||||||||
7151|09/06/2022||||||||
7163|31/03/2022||||||||
7201|12/02/2022||||||||
7209|09/02/2022||||||||
7213|22/01/2022|UNIVERSIDAD NACIONAL DE MAR DEL PLATA|Pública|TECNICATURA UNIVERSITARIA EN COMUNICACIÓN AUDIOVISUAL|Ciencias Sociales|Universitario|Continúa||
7225|01/03/2020||||||||
7245|25/02/2022|INSTITUTO DE ENSEÑANZA SUPERIOR ARGENTINO|Privada|TÉCNICO SUPERIOR EN ANÁLISIS DE SISTEMAS||Superior no universitario|Terminó|2016|
7254|06/02/2022||||||||
7259|02/02/2022|UNIVERSIDAD NACIONAL DE LA PLATA|Pública|LICENCIATURA EN EDUCACION FISICA|Educación|Universitario|Abandonó|2018|
