id|fecha_relevamiento|practica_deportes|hace_dep_gim_priv|hace_dep_univ|hace_dep_partic|hace_dep_otros|prac_dep_basquet|prac_dep_natacion|prac_dep_futbol|prac_dep_gimnasia|prac_dep_tenis|prac_dep_handball|prac_dep_voley|prac_dep_otros|
4003|14/12/2018|S|S|N|S|N|N|N|S|N|N|N|N|S|
4029|10/09/2007|S||S|||||||||S||
4040|16/03/2009|N|N|N|N|N|N|N|N|N|N|N|N|N|
4043|19/03/2017|S|S|S|N|N|N|N|N|N|N|N|S|N|
4049|04/02/2015|S|N|N|N|S|N|N|N|N|N|N|N|S|
4058|08/03/2009|S|S|N|N|N|N|N|N|N|N|N|N|S|
4094|26/03/2008|S||||S|S||S||||||
4097|05/02/2009|S|S|N|N|N|N|S|N|N|N|N|N|S|
4110|10/03/2009|S|N|N|N|S|N|N|S|S|N|N|N|N|
4114|22/03/2007|N|||||||||||||
4131|14/02/2018|S|N|S|N|S|N|N|S|N|N|N|S|N|
4153|21/01/2014|N|N|N|N|N|N|N|N|N|N|N|N|N|
4161|26/03/2007|S|||S||S||||||||
4171|14/02/2012|S|N|N|N|S|N|N|N|N|N|N|N|S|
4199|29/03/2007||||||||||||||
4212|31/03/2016|S|N|N|S|S|N|N|N|S|N|N|N|S|
4220|24/02/2015|S|S|N|N|N|N|N|N|N|N|N|S|N|
4224|17/04/2007||||||||||||||
4228|07/02/2010|N|N|N|N|N|N|N|N|N|N|N|N|N|
4230|18/04/2020|S|N|N|N|S|N|N|N|N|N|N|N|N|
4237|23/06/2008|S|S|N|N|N|N|N|N|N|N|N|N|S|
4240|31/08/2007||||||||||||||
4242|13/12/2007|N|||||||||||||
4244|20/02/2008||||||||||||||
4247|26/04/2019|S|S|N|N|N|N|N|S|N|N|N|N|S|
4251|10/05/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
4263|21/02/2008||||||||||||||
4274|04/10/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
4275|13/10/2021|S|S|N|N|N|N|N|N|N|N|N|N|S|
4284|25/02/2008||||||||||||||
4291|26/02/2008||||||||||||||
4308|16/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
4336|23/04/2016|S|S|N|N|S|N|N|N|N|N|N|N|S|
4350|06/02/2019|S|S|N|S|S|N|N|N|N|N|N|N|S|
4355|12/04/2022|S|N|N|N|S|N|N|S|S|N|N|N|S|
4386|12/01/2010|N|N|N|N|N|N|N|N|N|N|N|N|N|
4390|09/05/2010|S|S|N|N|S|N|N|N|N|N|N|S|N|
4440|09/02/2010|S|S|N|N|N|N|N|S|N|N|N|N|N|
4443|25/03/2008||||||||||||||
4448|22/03/2016|S|N|N|N|S|N|N|N|N|N|N|N|S|
4451|27/03/2008||||||||||||||
4460|31/03/2008||N|N|N|N|N|N|N|N|N|N|N|N|
4462|31/03/2008||||||||||||||
4494|10/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
4495|11/03/2014|N|N|N|N|N|N|N|N|N|N|N|N|N|
4517|28/02/2010|N|N|N|N|N|N|N|N|N|N|N|N|N|
4521|29/04/2008|N|N|N|N|N|N|N|N|N|N|N|N|N|
4523|28/02/2012|S|S|N|N|N|N|N|N|S|N|N|N|N|
4525|05/05/2008|N|N|N|N|N|N|N|N|N|N|N|N|N|
4539|14/07/2008|N|N|N|N|N|N|N|N|N|N|N|N|N|
4594|04/02/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
4595|02/02/2017|S|N|S|N|N|N|N|N|N|S|N|N|N|
4614|05/11/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
4632|13/03/2009|N|N|N|N|N|N|N|N|N|N|N|N|N|
4641|05/12/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
4698|14/02/2019|S|S|N|N|N|N|N|N|N|N|N|N|S|
4705|26/02/2011|N|N|N|N|N|N|N|N|N|N|N|N|N|
4708|03/04/2018|S|N|N|S|N|N|N|N|N|N|N|N|N|
4709|27/04/2009|N|N|N|N|N|N|N|N|N|N|N|N|N|
4727|23/01/2017|S|N|N|N|S|N|N|N|N|N|N|N|S|
4732|26/02/2022|S|N|N|N|S|N|N|S|S|N|N|N|S|
4740|07/03/2022|S|N|N|S|N|N|N|S|S|N|N|N|S|
4745|07/02/2021|S|N|N|N|S|N|N|N|N|N|N|N|S|
4747|07/05/2014|S|N|S|S|N|N|N|S|N|S|N|N|S|
4751|03/02/2022|S|N|S|N|S|N|S|S|N|N|N|N|S|
4761|10/02/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
4763|24/05/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
4770|22/03/2010|N|N|N|N|N|N|N|N|N|N|N|N|N|
4771|21/06/2022|S|N|S|S|N|N|N|S|N|N|N|N|S|
4808|20/04/2017|S|N|N|S|N|N|N|N|S|N|N|N|S|
4828|26/03/2010|N|N|N|N|N|N|N|N|N|N|N|N|N|
4835|22/02/2017|S|N|N|N|S|N|N|S|N|N|N|N|N|
4837|08/07/2021|S|S|S|N|N|N|S|N|N|N|N|N|S|
4838|26/03/2010|N|N|N|N|N|N|N|N|N|N|N|N|N|
4849|11/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
4854|11/10/2021|S|N|N|N|S|S|N|S|N|N|N|N|N|
4857|30/03/2010|N|N|N|N|N|N|N|N|N|N|N|N|N|
4874|31/03/2010|N|N|N|N|N|N|N|N|N|N|N|N|N|
4875|02/08/2011|S|S|N|N|N|N|N|N|N|N|N|N|S|
4882|31/03/2010|N|N|N|N|N|N|N|N|N|N|N|N|N|
4884|08/03/2016|N|N|N|N|N|N|N|N|N|N|N|N|N|
4905|20/04/2017|S|N|N|N|S|N|N|N|N|N|N|N|S|
4911|14/03/2019|S|N|N|S|N|N|N|N|N|N|N|N|S|
4912|16/04/2018|S|N|N|S|N|N|N|N|N|N|N|N|S|
4917|03/02/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
4940|07/03/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
4952|09/04/2010|S|N|N|N|S|N|N|N|N|S|N|N|N|
4963|16/05/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
4972|13/04/2010|S|N|N|S|N|N|N|N|N|N|N|N|S|
4977|18/03/2022|S|S|N|N|N|N|N|N|S|N|N|N|S|
4996|16/04/2010|N|N|N|N|N|N|N|N|N|N|N|N|N|
5005|05/03/2022|S|N|N|S|N|N|N|S|N|N|N|N|N|
5008|10/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5019|07/02/2013|S|N|N|N|S|N|N|N|S|N|N|N|N|
5022|10/05/2010|N|N|N|N|N|N|N|N|N|N|N|N|N|
5042|19/02/2019|S|S|N|N|N|N|N|N|S|N|N|N|N|
5044|22/12/2017|N|N|N|N|N|N|N|N|N|N|N|N|N|
5056|09/02/2017|S|N|N|S|N|N|N|N|N|N|N|N|N|
5061|24/05/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
5062|01/02/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
5077|10/04/2022|S|S|N|S|N|N|S|N|S|N|N|N|N|
5085|05/04/2011|S|N|N|N|S|N|N|N|N|N|N|N|S|
5090|06/04/2011|N|N|N|N|N|N|N|N|N|N|N|N|N|
5107|11/04/2011|N|N|N|N|N|N|N|N|N|N|N|N|N|
5115|11/04/2011|N|N|N|N|N|N|N|N|N|N|N|N|N|
5117|09/03/2022|S|N|N|N|S|S|S|S|N|N|N|N|N|
5119|20/04/2017|N|N|N|N|N|N|N|N|N|N|N|N|N|
5123|24/10/2014|N|N|N|N|N|N|N|N|N|N|N|N|N|
5153|30/03/2020|S|N|S|N|N|N|N|N|N|N|S|N|N|
5185|15/04/2011|N|N|N|N|N|N|N|N|N|N|N|N|N|
5188|18/02/2017|S|S|N|S|N|N|N|S|S|N|N|N|N|
5194|18/04/2011|N|N|N|N|N|N|N|N|N|N|N|N|N|
5213|08/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
5222|23/02/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
5225|16/02/2014|N|N|N|N|N|N|N|N|N|N|N|N|N|
5227|21/06/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5247|28/03/2012|S|N|N|N|S|N|N|N|N|N|N|N|S|
5250|15/03/2021|S|N|N|N|S|N|N|S|N|N|N|N|N|
5252|21/06/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5255|30/03/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
5257|18/08/2020|S|S|S|N|N|N|N|N|S|N|S|N|S|
5268|21/03/2019|S|N|N|S|N|N|N|N|N|N|N|S|N|
5273|06/02/2018|S|N|N|S|N|N|N|N|N|N|N|N|S|
5275|28/08/2018|S|N|S|N|N|N|N|N|N|N|N|S|N|
5300|17/04/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
5315|01/02/2018||N|N|N|N|N|N|N|N|N|N|N|N|
5317|27/09/2019|S|N|S|S|N|N|N|S|N|S|S|N|S|
5327|16/03/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
5332|18/02/2016|N|N|N|N|N|N|N|N|N|N|N|N|N|
5345|15/03/2022|S|S|N|S|N|N|N|N|N|N|N|N|S|
5378|23/04/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
5381|25/04/2012|S|N|N|N|N|N|N|N|N|N|S|N|N|
5383|02/03/2022|S|N|S|S|N|N|N|S|N|N|N|S|N|
5396|07/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
5398|15/03/2021|S|S|N|N|N|S|N|N|N|N|N|N|N|
5414|23/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
5446|21/05/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
5461|24/05/2012|N|N|N|N|N|N|N|N|N|N|N|N|N|
5492|30/06/2015|N|N|N|N|N|N|N|N|N|N|N|N|N|
5500|13/02/2015|N|N|N|N|N|N|N|N|N|N|N|N|N|
5528|25/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5530|03/04/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
5539|23/03/2018|S|N|N|N|S|N|N|N|S|N|N|N|S|
5549|17/11/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
5556|09/10/2014|S|S|N|N|N|N|N|N|N|N|N|N|S|
5557|20/04/2021|S|S|N|S|S|N|N|S|N|N|N|N|S|
5577|18/02/2015|S|N|N|N|N|N|N|N|N|S|N|N|N|
5578|04/04/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5583|09/04/2013|S|N|N|N|N|N|N|S|N|S|N|N|N|
5603|10/04/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
5629|08/11/2021|S|S|N|N|S|S|N|S|N|N|N|N|N|
5635|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5648|10/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
5654|14/09/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
5662|17/07/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5665|21/06/2022|S|S|N|N|S|S|N|N|N|N|N|N|S|
5685|08/05/2013|N|N|N|N|N|N|N|N|N|N|N|N|N|
5691|08/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
5694|18/10/2019|S|S|N|N|N|N|N|N|N|N|N|N|S|
5723|01/04/2014|N|N|N|N|N|N|N|N|N|N|N|N|N|
5747|14/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
5760|01/04/2014|N|N|N|N|N|N|N|N|N|N|N|N|N|
5770|04/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5774|07/02/2022|S|S|N|N|N|N|N|N|S|N|N|N|S|
5784|22/02/2022|S|S|N|S|S|N|S|N|S|N|S|S|S|
5789|06/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5826|07/04/2022|S|N|N|S|S|N|N|S|N|N|N|N|S|
5831|15/02/2015|N|N|N|N|N|N|N|N|N|N|N|N|N|
5832|16/02/2022|S|N|S|S|S|S|N|S|N|N|N|N|N|
5834|29/02/2020|S|N|S|N|S|N|N|S|N|N|N|N|N|
5838|09/02/2015|S|N|N|N|S|N|S|N|N|N|N|N|S|
5843|10/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5846|22/03/2022|S|N|N|S|S|N|N|N|S|N|N|N|S|
5848|21/02/2022|S|S|N|S|S|N|N|N|N|N|N|N|N|
5850|27/02/2019|S|S|N|N|S|N|N|N|N|N|N|N|S|
5851|09/02/2018|S|N|S|N|S|N|N|N|N|N|N|S|S|
5853|09/02/2022|S|S|N|N|S|N|N|N|N|N|N|N|S|
5858|14/06/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5865|01/04/2014|S|S|N|S|N|N|N|N|S|N|N|N|S|
5895|28/05/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
5900|10/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
5908|10/02/2016|N|N|N|N|N|N|N|N|N|N|N|N|N|
5917|23/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5922|26/02/2022|S|N|S|N|N|S|N|N|N|N|N|N|N|
5926|27/08/2021|S|S|N|S|N|N|N|N|S|N|N|N|S|
5933|08/04/2015|S|S|N|N|N|N|N|N|N|N|N|N|S|
5940|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
5946|16/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5958|08/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
5975|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
5988|17/02/2022|S|N|N|N|S|S|N|N|N|N|S|S|S|
6028|18/02/2017|S|S|N|S|N|N|N|S|N|N|N|N|S|
6048|02/03/2022|S|S|N|N|N|N|S|S|S|N|N|N|N|
6049|03/03/2016|N|N|N|N|N|N|N|N|N|N|N|N|N|
6067|03/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6077|09/02/2022|S|S|S|N|N|N|N|N|N|N|N|N|S|
6086|17/03/2016|S|S|N|S|S|N|N|N|N|S|N|N|N|
6111|27/02/2019|S|S|N|N|N|N|N|N|S|N|N|N|N|
6112|09/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
6120|17/03/2016|S|S|N|S|S|N|S|N|S|N|N|S|S|
6128|11/02/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
6136|08/04/2022|S|N|S|S|N|N|N|S|N|N|N|N|S|
6149|15/02/2021|S|S|N|N|N|N|N|N|N|N|N|N|N|
6155|19/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6176|06/03/2022|S|N|N|S|S|N|S|N|N|N|N|N|N|
6188|18/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6192|10/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6199|23/02/2022|S|S|N|S|S|N|N|N|N|N|N|N|S|
6206|14/08/2019|S|S|N|N|N|N|N|N|N|N|N|N|S|
6221|02/02/2022|S|S|N|S|S|S|S|S|N|S|S|S|N|
6229|03/02/2020|S|N|N|N|S|N|N|N|N|N|N|N|S|
6231|25/10/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6238|08/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6265|05/02/2017|N|N|N|N|N|N|N|N|N|N|N|N|N|
6267|17/10/2019|S|N|N|N|S|S|N|N|N|N|N|N|N|
6294|02/02/2022|S|S|N|S|N|N|N|N|N|N|N|N|S|
6295|16/02/2018|S|N|N|S|S|N|N|S|N|N|N|N|S|
6296|02/02/2022|S|N|S|S|N|N|N|S|S|N|N|N|S|
6300|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6310|13/02/2018|S|N|S|N|S|S|N|N|N|S|S|N|N|
6312|16/02/2022|S|N|N|N|S|N|N|N|S|N|N|N|N|
6332|21/03/2022|S|S|N|N|N|S|N|N|N|N|N|N|N|
6340|04/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
6346|07/02/2022|S|N|N|N|S|N|N|S|N|N|N|N|N|
6350|13/04/2022|S|N|N|N|S|N|N|N|S|N|N|N|S|
6369|25/04/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6375|02/04/2022|S|S|N|N|N|N|S|N|N|N|N|N|N|
6400|25/02/2021|S|S|N|N|N|N|N|N|N|N|N|N|S|
6418|12/03/2020|S|N|N|S|N|N|N|N|N|N|N|N|S|
6431|29/03/2017|N|N|N|N|N|N|N|N|N|N|N|N|N|
6437|03/03/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
6438|04/02/2021|S|S|N|N|N|N|N|N|N|N|N|N|S|
6454|03/02/2022|S|S|S|N|N|N|N|N|N|N|N|S|S|
6474|22/04/2022|S|N|S|N|S|S|N|N|N|N|N|N|N|
6491|23/02/2022|S|N|S|N|N|N|N|S|N|N|N|N|N|
6493|08/02/2022||N|N|N|N|N|N|N|N|N|N|N|N|
6499|21/06/2022|S|S|N|N|N|N|N|N|N|N|N|N|N|
6506|29/03/2017|S|N|N|S|S|N|N|N|N|N|N|N|S|
6509|25/04/2022|S|S|N|S|S|N|N|N|S|N|N|N|S|
6511|29/03/2017|S|N|N|S|S|N|N|S|N|N|N|N|S|
6514|15/02/2022|S|N|N|S|N|S|N|N|N|N|N|N|N|
6573|03/04/2018|S|S|N|S|S|N|N|S|N|N|N|N|S|
6601|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6605|03/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6624|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6641|03/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6659|05/04/2022|S|S|N|N|N|N|N|S|N|N|N|N|N|
6664|15/02/2022|S|N|N|S|S|N|N|S|N|N|N|N|S|
6666|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6669|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6674|03/04/2018|S|S|N|S|S|S|S|N|N|S|S|S|S|
6692|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6695|03/02/2022|S|N|N|S|S|S|N|N|N|N|N|N|N|
6703|02/02/2022|S|N|S|N|N|S|N|N|N|N|N|N|N|
6714|21/06/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6728|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6729|03/04/2018|S|S|N|N|N|N|N|N|N|N|N|N|S|
6731|09/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6732|17/02/2022|S|N|N|N|S|N|N|S|N|S|N|N|S|
6743|03/02/2020|S|S|N|N|N|N|N|S|N|N|N|N|N|
6749|10/02/2020|S|S|N|N|N|N|N|N|N|N|N|N|S|
6769|24/09/2021|S|S|N|N|S|N|N|N|N|N|N|N|S|
6789|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6794|08/02/2022|S|S|N|N|N|N|N|N|N|S|N|N|N|
6807|03/04/2018|S|N|N|S|S|N|N|N|N|N|N|S|N|
6810|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
6811|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6826|03/04/2018|S|S|N|N|N|N|S|N|S|N|N|N|N|
6834|03/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6839|06/02/2022|S|S|N|S|N|N|N|S|N|N|N|N|N|
6852|02/10/2019|S|S|N|N|N|N|N|N|S|N|N|N|N|
6856|09/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6885|15/02/2019|S|N|N|S|S|N|N|N|N|N|N|N|S|
6899|06/04/2018|N|N|N|N|N|N|N|N|N|N|N|N|N|
6902|01/03/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
6927|19/11/2021|S|N|N|S|N|N|N|N|N|N|N|N|S|
6928|24/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
6946|04/03/2020|S|N|N|S|S|S|N|N|N|N|N|S|S|
6953|14/05/2021|S|S|N|N|N|S|N|N|N|N|N|N|N|
6963|11/02/2019|S|S|N|N|N|N|N|N|N|N|N|N|S|
6968|04/07/2018|S|S|N|N|N|N|N|N|N|N|N|N|S|
6977|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
6984|27/08/2018||||||||||||||
6990|27/08/2018|S|S|N|N|N|N|N|N|N|N|N|N|N|
7006|02/02/2022|S|S|S|N|N|N|N|N|N|N|N|S|S|
7008|20/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7019|20/02/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
7021|13/04/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
7038|28/02/2019|S|S|N|N|N|N|N|N|N|N|N|N|S|
7048|14/06/2022|S|S|N|S|N|N|N|N|S|N|N|N|N|
7058|07/03/2019|S|N|N|N|S|N|N|N|N|N|N|N|S|
7073|04/02/2022|S|N|S|N|N|N|N|N|N|N|N|S|N|
7076|17/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7098|06/02/2022|S|N|S|N|N|N|N|N|N|N|S|N|N|
7117|15/03/2019|S|S|N|N|N|N|N|N|N|N|N|N|S|
7126|21/03/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
7127|28/03/2022|S|N|N|N|S|N|N|S|N|N|N|N|N|
7143|01/03/2022|S|S|N|N|N|N|N|S|N|N|N|N|S|
7152|21/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7161|21/03/2019|S|N|N|S|N|N|S|S|N|N|N|N|S|
7177|09/04/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7188|21/03/2019|S|N|N|N|S|N|N|N|N|N|N|N|S|
7190|13/04/2022|S|S|N|S|N|N|N|N|S|N|N|N|S|
7193|12/02/2022|S|S|N|N|N|N|S|N|N|N|N|N|S|
7197|02/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7214|06/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7226|07/02/2022|S|N|N|S|N|N|N|N|N|S|N|N|N|
7227|21/03/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
7230|26/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
7240|21/03/2020|S|S|N|N|N|N|N|N|N|N|N|N|S|
7246|03/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7256|15/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7261|21/03/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
7275|21/03/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
7285|06/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
7293|03/02/2022|S|N|N|N|S|N|N|N|N|N|N|S|N|
7304|11/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|N|
7321|02/02/2022|S|S|N|N|N|S|N|N|N|N|N|N|N|
7339|22/02/2022|S|S|N|S|N|N|N|N|S|N|N|N|S|
7359|14/02/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7360|01/03/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7363|27/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7372|23/08/2019|N|N|N|N|N|N|N|N|N|N|N|N|N|
7380|05/09/2019|S|S|N|N|N|N|N|N|N|N|N|N|S|
7398|05/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7403|06/02/2021|N|N|N|N|N|N|N|N|N|N|N|N|N|
7421|11/04/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7433|03/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7439|07/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7448|04/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7483|16/06/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7489|10/05/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7497|03/06/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7524|09/02/2022|S|N|N|S|N|N|S|S|N|S|N|N|N|
7536|18/02/2020|S|S|N|N|N|N|N|N|N|N|N|N|S|
7539|18/02/2020|S|N|N|S|N|N|S|N|N|N|N|N|N|
7540|08/02/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
7546|19/02/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7559|05/03/2021|S|N|N|S|N|N|N|S|N|N|N|N|N|
7586|15/12/2021|S|N|N|S|N|N|N|N|N|N|N|N|S|
7602|03/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7611|10/05/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7618|02/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7639|15/04/2022|S|N|N|N|S|S|N|N|N|N|N|N|N|
7644|05/03/2022|S|S|N|N|N|N|N|N|N|N|N|S|N|
7657|19/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7682|15/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7684|01/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7692|06/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7725|06/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7748|06/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7752|02/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7760|12/05/2022|S|N|N|S|N|N|N|N|N|N|S|N|N|
7764|08/06/2022|S|N|N|N|S|N|N|N|S|S|N|N|S|
7774|07/02/2022|S|S|N|S|S|N|N|N|N|N|N|N|S|
7783|01/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7792|11/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7802|30/03/2020|S|N|N|N|S|N|S|S|S|N|N|S|S|
7853|03/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7869|21/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
7880|23/03/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7899|05/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7910|15/07/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7914|15/07/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7917|15/07/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7920|09/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7933|09/03/2022|S|N|N|S|N|N|N|N|N|N|N|N|S|
7938|01/09/2020|N|N|N|N|N|N|N|N|N|N|N|N|N|
7948|07/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
7951|06/02/2022|S|N|N|N|S|N|N|N|N|N|N|N|S|
7952|27/02/2021|S|S|N|N|N|N|N|N|N|N|N|N|S|
7970|15/02/2022|S|N|N|N|S|N|N|N|N|N|S|N|N|
7978|02/02/2022|S|S|N|S|N|N|N|N|N|N|N|S|S|
7981|27/02/2021|S|S|N|S|N|N|N|S|N|N|N|N|S|
8008|27/02/2021|S|N|N|S|N|N|N|S|N|S|N|N|N|
8011|17/02/2022|S|N|N|S|S|N|N|N|N|N|N|N|S|
8019|15/02/2022|N|N|N|N|N|N|N|N|N|N|N|N|N|
8039|03/02/2022|S|S|N|N|N|N|S|N|N|N|N|N|N|
8046|21/04/2022|S|S|N|N|N|N|N|N|S|N|N|N|N|
8053|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|S|N|
8065|02/02/2022|S|N|S|N|N|S|N|N|N|N|N|N|N|
8083|02/02/2022|S|S|N|N|N|N|N|N|N|N|N|N|S|
8084|08/02/2022|S|S|N|N|N|N|N|N|S|N|N|N|S|
