id|fecha_relevamiento,padre_vive|ult_est_cur_padre|sit_laboral_padre|padre_trab_hace|padre_trab_ocup|padre_trab_tarea|padre_trab_otro|madre_vive|ult_est_cur_madre|sit_laboral_madre|madre_trab_hace|madre_trab_ocup|madre_trab_tarea|madre_trab_otro|
13|01/04/2002|||||||||||||||
993|01/04/2002|||||||||||||||
1017|01/04/2002|||||||||||||||
1025|01/04/2002|||||||||||||||
1026|20/04/2017||Estudios secundarios incompletos|Trabajó al menos una hora||||||Estudios primarios completos|Trabaj¿ al menos una hora|||||
1035|01/04/2002|||||||||||||||
1040|01/04/2002|||||||||||||||
1063|30/11/2016|S|Estudios primarios completos|Trabajó al menos una hora|Obrero o empleado|Permanente|empleado comercio||S|Estudios primarios completos|No esta pensando en trabajar||||Realiza tareas del hogar|
1101|01/04/2002|||||||||||||||
1115|01/04/2002|||||||||||||||
1124|01/04/2002|||||||||||||||
1130|01/04/2002|||||||||||||||
1136|16/03/2005|||||||||||||||
1153|01/04/2002|||||||||||||||
1173|16/03/2007||Estudios secundarios completos|No esta pensando en trabajar||||||Estudios secundarios completos|Trabaj¿ al menos una hora|||||
1175|01/04/2002|||||||||||||||
1191|01/04/2002|||||||||||||||
1195|01/04/2002|||||||||||||||
1196|01/04/2002|||||||||||||||
1201|20/09/2007||Estudios primarios completos|||||||Estudios primarios completos||||||
1209|01/04/2002|||||||||||||||
1215|06/03/2012|S|Estudios primarios completos|Trabajó al menos una hora|Cuenta propia|Permanente|||S|Estudios primarios completos|No esta pensando en trabajar|||||
1222|09/02/2004|||||||||||||||
1231|01/04/2002|||||||||||||||
1242|01/04/2002|||||||||||||||
1274|01/04/2002|||||||||||||||
1278|01/04/2002|||||||||||||||
1280|01/04/2002|||||||||||||||
1290|15/02/2005|||||||||||||||
1316|05/12/2002||Estudios primarios completos|No esta pensando en trabajar||||||Estudios primarios completos|Trabaj¿ al menos una hora|||||
1318|01/04/2002|||||||||||||||
1322|01/04/2002|||||||||||||||
1328|20/02/2009|S|Estudios primarios completos|Trabajó al menos una hora|Cuenta propia|Permanente|Chapista||S|Estudios primarios incompletos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Tareas domesticas||
1343|20/04/2017|||||||||||||||
1350|01/04/2002|||||||||||||||
1356|01/04/2002|||||||||||||||
1378|01/04/2002|||||||||||||||
1385|07/03/2006||Estudios secundarios completos|Trabajó al menos una hora||||||Estudios secundarios completos|Trabaj¿ al menos una hora|||||
1387|01/04/2002|||||||||||||||
1417|01/04/2002|||||||||||||||
1423|01/04/2002|||||||||||||||
1428|06/03/2004|||||||||||||||
1435|08/03/2004|||||||||||||||
1438|01/04/2002|||||||||||||||
1445|01/10/2012|S|Estudios primarios completos|Trabajó al menos una hora|Patrón|Permanente|||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Patr¿n|Permanente|||
1456|01/04/2002|||||||||||||||
1464|20/04/2017|||||||||||||||
1479|01/04/2002|||||||||||||||
1516|01/04/2002|||||||||||||||
1520|01/04/2002|||||||||||||||
1521|01/04/2002|||||||||||||||
1524|21/06/2022|||||||||||||||
1525|01/04/2002|||||||||||||||
1553|01/04/2002|||||||||||||||
1561|01/04/2002|||||||||||||||
1580|01/04/2002|||||||||||||||
1594|01/04/2002|||||||||||||||
1599|01/04/2002|||||||||||||||
1603|01/04/2002|||||||||||||||
1619|04/03/2003||Estudios secundarios completos|||||||Estudios secundarios completos|Trabaj¿ al menos una hora|||||
1629|06/12/2002||Estudios secundarios completos|Trabajó al menos una hora||||||Estudios universitarios completos|Trabaj¿ al menos una hora|||||
1646|20/04/2017|||||||||||||||
1682|19/03/2019|S|Estudios universitarios incompletos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|S|Estudios secundarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|
1688|01/04/2002|||||||||||||||
1696|20/03/2014|S|Estudios primarios completos|Trabajó al menos una hora|Obrero o empleado|Permanente|Mecanico||S|Estudios primarios completos|No esta pensando en trabajar||||Realiza tareas del hogar|
1703|05/08/2006|||||||||||||||
1705|01/04/2002|||||||||||||||
1727|21/06/2022||Estudios primarios completos|Trabajó al menos una hora||||||Estudios primarios completos|No esta pensando en trabajar|||||
1737|01/04/2002|||||||||||||||
1753|06/12/2002||Estudios primarios completos|Trabajó al menos una hora||||||Estudios secundarios completos|No esta pensando en trabajar|||||
1759|01/04/2002|||||||||||||||
1762|01/04/2002|||||||||||||||
1786|09/02/2010|S|Estudios primarios completos|No esta pensando en trabajar|||||S|Estudios superiores completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Docente||
1794|23/02/2022|S|Estudios secundarios incompletos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|S|Estudios secundarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|
1811|01/04/2002|||||||||||||||
1833|07/03/2004|||||||||||||||
1863|20/04/2017|||||||||||||||
1882|01/04/2002|||||||||||||||
1895|21/06/2022|S|Estudios primarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|S|Estudios primarios incompletos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|
1916|08/03/2004|||||||||||||||
1919|26/06/2019|S|Estudios secundarios completos|Trabajó al menos una hora|Cuenta propia|Permanente|Comerciante||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Cuenta propia|Permanente|Comerciante||
1921|07/03/2022|S|Estudios secundarios completos|Trabajó al menos una hora|Cuenta propia|Temporaria|VENDEDOR||S|Estudios secundarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|
1923|01/04/2002|||||||||||||||
1947|06/03/2012|S|Estudios secundarios completos|Trabajó al menos una hora|Cuenta propia|Permanente|Ferretero||S|Estudios universitarios completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Docente||
1972|24/02/2015|S|Estudios universitarios completos|Trabajó al menos una hora|Obrero o empleado|Permanente|INGENIERO ELECTRICISTA||S|Estudios universitarios completos|Trabaj¿ al menos una hora|Desconoce|Desconoce|||
1992|01/04/2002|||||||||||||||
1993|12/03/2004|||||||||||||||
1998|23/02/2007||Estudios primarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado||Estudios secundarios incompletos|Trabaj¿ al menos una hora|||||
2002|01/04/2002|||||||||||||||
2009|18/06/2009|S|Estudios primarios incompletos|Trabajó al menos una hora|Obrero o empleado|Permanente|||S|Estudios superiores completos|No esta pensando en trabajar|||||
2012|07/03/2006||Estudios secundarios incompletos|Trabajó al menos una hora||||||Estudios secundarios incompletos|No esta pensando en trabajar|||||
2021|04/08/2005||Estudios primarios completos|Trabajó al menos una hora||||||Estudios secundarios completos|No esta pensando en trabajar|||||
2031|01/04/2002|||||||||||||||
2036|27/05/2013|S|Estudios primarios completos|No esta pensando en trabajar|||||S|Estudios secundarios completos|No esta pensando en trabajar|||||
2046|27/11/2002||Estudios secundarios completos|No esta pensando en trabajar||||||Estudios superiores completos|Trabaj¿ al menos una hora|||||
2047|20/04/2017|S|Estudios secundarios completos|Trabajó al menos una hora|Patrón|Permanente|||S|Estudios primarios completos|Trabaj¿ al menos una hora|Patr¿n|Permanente|||
2056|05/07/2004||Estudios secundarios completos|Trabajó al menos una hora||||||Estudios superiores completos|Trabaj¿ al menos una hora|||||
2064|13/03/2009|S|Estudios universitarios completos|Trabajó al menos una hora|Obrero o empleado|Permanente|||S|Estudios universitarios incompletos|No esta pensando en trabajar|||||
2078|18/12/2002||Estudios superiores incompletos|Trabajó al menos una hora||||||Estudios superiores completos|Trabaj¿ al menos una hora|||||
2097|20/04/2017|||||||||||||||
2099|16/02/2010|S|Estudios superiores incompletos|Trabajó al menos una hora|Obrero o empleado|Permanente|Chofer de colectivo||S|Estudios secundarios completos|No esta pensando en trabajar|||||
2106|01/04/2002|||||||||||||||
2112|01/04/2002|||||||||||||||
2115|02/10/2008|S|Estudios primarios completos|Trabajó al menos una hora|Obrero o empleado|Temporaria|remis||S|Estudios primarios completos|No esta pensando en trabajar|||||
2118|01/04/2002|||||||||||||||
2148|09/12/2002||Estudios superiores completos|Trabajó al menos una hora||||||Estudios universitarios incompletos|Trabaj¿ al menos una hora|||||
2149|01/04/2002|||||||||||||||
2157|20/04/2017|||||||||||||||
2160|20/04/2017|||||||||||||||
2166|27/02/2009|S|Desconoce|Desconoce|||||S|Estudios primarios completos|Trabaj¿ al menos una hora|Cuenta propia|Permanente|Peluquera||
2171|16/02/2010|S|Estudios primarios completos|Trabajó al menos una hora|Obrero o empleado|Desconoce|||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Obrero o empleado|Desconoce|||
2177|01/04/2002|||||||||||||||
2185|09/03/2010|S|Estudios superiores completos|Trabajó al menos una hora|Cuenta propia|Permanente|||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|||
2188|09/08/2019|S|Estudios secundarios incompletos|Trabajó al menos una hora|Patrón|Permanente|Distribuidor||S|Estudios secundarios incompletos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|
2240|01/04/2002|||||||||||||||
2247|10/02/2022|S|Estudios primarios incompletos|Desconoce|||||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Patr¿n|Permanente|GASTRONOMIA||
2250|10/02/2004|||||||||||||||
2251|01/04/2002|||||||||||||||
2252|01/04/2002|||||||||||||||
2254|07/03/2011|S|Estudios secundarios completos|Trabajó al menos una hora|Cuenta propia|Permanente|mecanico||S|Estudios primarios completos|Trabaj¿ al menos una hora|Cuenta propia|Permanente|ama de casa||
2258|09/12/2002||Estudios primarios completos|Trabajó al menos una hora||||||Estudios secundarios completos|No esta pensando en trabajar|||||
2259|01/04/2002|||||||||||||||
2267|11/04/2010|S|Estudios universitarios incompletos|Trabajó al menos una hora|Obrero o empleado|Permanente|martillero||S|Estudios superiores completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Docente||
2279|01/04/2017|S|Estudios universitarios completos|Trabajó al menos una hora|Obrero o empleado|Permanente|gerente de exportaciones||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Cuenta propia|Permanente|encuadernaciones||
2285|26/04/2004|||No esta pensando en trabajar||||Es jubilado ¿ pensionado||||||||
3534|26/04/2004|||No esta pensando en trabajar||||Es jubilado ¿ pensionado||||||||
2305|04/11/2008|S|Estudios primarios completos|Trabajó al menos una hora|Cuenta propia|Permanente|||S|Estudios primarios completos|Trabaj¿ al menos una hora|Obrero o empleado|Temporaria|||
2313|01/04/2002|||||||||||||||
2317|01/04/2002|||||||||||||||
2318|11/02/2003||Estudios universitarios completos|No esta pensando en trabajar||||||Estudios universitarios completos|Trabaj¿ al menos una hora|||||
2329|01/04/2002|||||||||||||||
2335|12/02/2003||Estudios primarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado||Estudios secundarios completos|Trabaj¿ al menos una hora|||||
2342|03/03/2010|N|Estudios primarios incompletos||||||S|Estudios primarios completos|Trabaj¿ al menos una hora|Cuenta propia|Temporaria|||
2348|01/04/2002|||||||||||||||
2393|06/03/2007|||||||||Estudios primarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|
2397|01/04/2002|||||||||||||||
2399|01/04/2002|||||||||||||||
2403|17/12/2002||Estudios primarios completos|Trabajó al menos una hora||||||Estudios primarios completos||||||
2407|01/04/2002|||||||||||||||
2408|01/04/2002|||||||||||||||
2411|03/03/2009|S|Estudios universitarios incompletos|Trabajó al menos una hora|Obrero o empleado|Permanente|Administrativo||S|Estudios secundarios completos|No esta pensando en trabajar|||||
2418|21/06/2022|S|Estudios secundarios incompletos|Trabajó al menos una hora|Cuenta propia|Permanente|Comerciante||S|Estudios superiores completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Docente jubilada||
2419|28/11/2012|S|Estudios de Post grado|Trabajó al menos una hora|Patrón|Permanente|investigacion clinica||S|Estudios universitarios completos|Trabaj¿ al menos una hora|Cuenta propia|Permanente|medica||
2443|11/02/2019|S|Estudios universitarios completos|Trabajó al menos una hora|Cuenta propia|Permanente|Comerciante||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Cuenta propia|Permanente|Comerciante||
2445|01/04/2002|||||||||||||||
2446|09/03/2018|S|Estudios superiores incompletos|Trabajó al menos una hora|Patrón|Permanente|carpintero||S|Estudios secundarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|
2475|01/02/2021|S|Estudios secundarios completos|Desconoce|||||S|Estudios universitarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|
2477|01/04/2002|||||||||||||||
2483|01/04/2002|||||||||||||||
2485|01/04/2002|||||||||||||||
2490|06/03/2012|S|Estudios secundarios completos|No esta pensando en trabajar|||||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Tecnico||
2497|01/04/2002|||||||||||||||
2549|03/06/2004||Estudios primarios incompletos|Trabajó al menos una hora||||||Estudios primarios completos|Trabaj¿ al menos una hora|||||
2554|01/04/2002|||||||||||||||
2561|01/04/2002|||||||||||||||
2565|27/08/2012|S|Estudios secundarios completos|Trabajó al menos una hora|Obrero o empleado|Permanente|Municipio||S|Estudios universitarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|
2569|11/04/2003||Estudios universitarios completos|Trabajó al menos una hora||||||Estudios universitarios completos|Trabaj¿ al menos una hora|||||
2580|27/04/2006||Estudios secundarios completos|Trabajó al menos una hora||||||Estudios superiores completos|Trabaj¿ al menos una hora|||||
2586|03/02/2007||Estudios superiores completos|Trabajó al menos una hora||||||Estudios secundarios completos||||||
2590|01/04/2002|||||||||||||||
2595|01/04/2002|||||||||||||||
2613|19/02/2004|||||||||||||||
2618|22/03/2011|S|Estudios primarios completos|Trabajó al menos una hora|Obrero o empleado|Permanente|Encargado de planta.||S|Estudios secundarios incompletos|Trabaj¿ al menos una hora|Cuenta propia|Temporaria|Podóloga.||
2631|10/05/2012|S|Estudios de Post grado|Trabajó al menos una hora|Obrero o empleado|Permanente|||S|Estudios universitarios completos|No esta pensando en trabajar|||||
2641|17/08/2005|||||||||||||||
2645|29/03/2004||Estudios primarios completos|Trabajó al menos una hora||||||Estudios primarios completos||||||
2649|01/04/2002|||||||||||||||
2656|21/06/2022|S|Estudios secundarios completos|Trabajó al menos una hora|Obrero o empleado|Permanente|docente en una escuela de artes y oficios dando electronica y audio||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Cuenta propia|Temporaria|profesora de yoga||
2689|05/03/2018|S|Estudios secundarios completos|Trabajó al menos una hora|Obrero o empleado|Permanente|encargado de una torre de departamentos||S|Estudios superiores completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|
2704|12/04/2002||Estudios primarios completos|Trabajó al menos una hora||||||Estudios secundarios incompletos|Trabaj¿ al menos una hora|||||
2714|02/03/2017|S|Estudios secundarios incompletos|Trabajó al menos una hora|Obrero o empleado|Permanente|||S|Estudios primarios completos|No esta pensando en trabajar|||||
2721|20/03/2017|S|Estudios secundarios incompletos|Trabajó al menos una hora|Obrero o empleado|Permanente|Administración||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Administración||
2724|20/04/2017|||||||||||||||
2733|17/02/2010|S|Estudios secundarios completos|No esta pensando en trabajar|||||S|Estudios secundarios completos|No esta pensando en trabajar|||||
2748|16/10/2014|S|Estudios superiores incompletos|Trabajó al menos una hora|Obrero o empleado|Permanente|ytiy||S|Estudios superiores completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|yu||
2754|18/12/2002||Estudios secundarios completos|Trabajó al menos una hora||||||Estudios superiores completos|Trabaj¿ al menos una hora|||||
2793|12/02/2009|S|Estudios superiores completos|Trabajó al menos una hora|Obrero o empleado|Permanente|Encargado de Expedicion||S|Estudios primarios completos|No esta pensando en trabajar|||||
2798|12/04/2022|S|Estudios universitarios incompletos|Trabajó al menos una hora|Cuenta propia|Permanente|contador||N|Estudios secundarios completos|No esta pensando en trabajar||||Realiza tareas del hogar|
2801|28/04/2011|S|Estudios universitarios completos|Trabajó al menos una hora|Cuenta propia|Permanente|Corredor y Martillero Publico Nacional||S|Estudios superiores completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Docente||
2805|27/02/2006|||||||||||||||
2823|18/08/2005|||||||||||||||
2845|09/06/2014||Estudios secundarios completos|Trabajó al menos una hora||||||Estudios superiores completos|Trabaj¿ al menos una hora|||||
2852|23/02/2022|S|Estudios secundarios incompletos|Trabajó al menos una hora|Obrero o empleado|Permanente|||S|Estudios superiores incompletos|No esta pensando en trabajar|||||
2858|10/01/2016|S|Estudios secundarios completos|Trabajó al menos una hora|Desconoce|Permanente|Jubilado||N|Estudios primarios incompletos||||||
2863|03/02/2004|||||||||||||||
2874|08/02/2004|||||||||||||||
2879|30/09/2016|S|Estudios de Post grado|Trabajó al menos una hora|Patrón|Permanente|Investigacion Cientifica||S|Estudios universitarios completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Pediatria||
2928|04/03/2008|||||||||||||||
2932|18/04/2002||Estudios primarios incompletos|Trabajó al menos una hora||||||Estudios primarios completos||||||
2955|18/04/2002||Estudios secundarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado||Estudios secundarios completos||||||
2963|24/08/2007|||||||||||||||
2967|24/04/2002||Estudios primarios completos|Trabajó al menos una hora||||||Estudios primarios completos|No esta pensando en trabajar|||||
2977|30/04/2002|||||||||||||||
3002|20/03/2018|S|Estudios secundarios incompletos|Trabajó al menos una hora|Cuenta propia|Temporaria|Carpintero||S|Estudios secundarios incompletos|Trabaj¿ al menos una hora|Cuenta propia|Permanente|Modista||
3008|12/03/2004|||||||||||||||
3016|14/06/2007|||||||||||||||
3034|21/02/2005|||||||||||||||
3052|21/02/2005|||||||||||||||
3087|09/04/2003||Estudios primarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado||Estudios secundarios incompletos|Trabaj¿ al menos una hora|||||
3102|10/04/2003||Estudios superiores incompletos|Trabajó al menos una hora||||||Estudios secundarios incompletos|Trabaj¿ al menos una hora|||||
3108|30/11/2012|D|No hizo estudios||||||S|Estudios universitarios completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Docencia||
3142|01/03/2004|||||||||||||||
3160|06/02/2009|S|Estudios secundarios completos|Desconoce|||||S|Estudios secundarios completos|Desconoce|||||
3164|16/04/2003||Estudios primarios incompletos|Trabajó al menos una hora||||||Estudios superiores incompletos|No esta pensando en trabajar|||||
3177|29/06/2015|S|Estudios primarios incompletos|Trabajó al menos una hora|Patrón|Permanente|Vende muebles||S|Estudios secundarios completos|No esta pensando en trabajar|||||
3178|21/02/2015|S|Estudios primarios completos|Trabajó al menos una hora|Patrón|Permanente|Empresario||S|Estudios superiores incompletos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Empleada Judicial||
3186|16/04/2003||Estudios secundarios completos|Trabajó al menos una hora||||||Estudios primarios completos|Trabaj¿ al menos una hora|||||
3188|17/02/2010|S|Estudios primarios incompletos|Trabajó al menos una hora|Cuenta propia|Desconoce|Desconoce||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|empleada||
3199|21/04/2003||Estudios secundarios incompletos|Trabajó al menos una hora||||||Estudios primarios incompletos|Trabaj¿ al menos una hora|||||
3207|05/11/2019|S|Estudios de Post grado|Trabajó al menos una hora|Obrero o empleado|Permanente|Gerente||S|Estudios de Post grado|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Docente Universitaria||
3211|24/03/2016|N|Estudios secundarios incompletos||||||S|Estudios primarios completos|Trabaj¿ al menos una hora|Patr¿n|Permanente|Dueña de un polirrubro||
3217|18/04/2013|S|Estudios universitarios completos|No esta pensando en trabajar|||||S|Estudios universitarios completos|No esta pensando en trabajar|||||
3218|12/03/2022|S|Estudios secundarios incompletos|Trabajó al menos una hora|Cuenta propia|Permanente|Juvilado||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Cuenta propia|Permanente|Juvilada||
3222|09/04/2018|S|Estudios secundarios completos|Trabajó al menos una hora|Cuenta propia|Permanente|cuenta propista||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Cuenta propia|Desconoce|desconoce||
3278|30/04/2003||Estudios superiores completos|Trabajó al menos una hora||||||Estudios superiores completos|Trabaj¿ al menos una hora|||||
3279|04/08/2004|||||||||||||||
3324|15/04/2004|||Trabajó al menos una hora|||||||Trabaj¿ al menos una hora|||||
3335|16/04/2004||||||||||Trabaj¿ al menos una hora|||||
3338|04/03/2006|||Trabajó al menos una hora|||||||No esta pensando en trabajar|||||
3339|15/03/2005||Estudios secundarios incompletos|Trabajó al menos una hora||||||Estudios secundarios incompletos|Trabaj¿ al menos una hora|||||
3341|09/03/2009|S|Estudios secundarios completos|Trabajó al menos una hora|Obrero o empleado|Permanente|||S|Estudios secundarios incompletos|No esta pensando en trabajar|||||
3360|05/03/2021|S|Estudios primarios completos|Trabajó al menos una hora|Cuenta propia|Permanente|Reparacion de heladeras a gas||S|Estudios secundarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|
3362|01/07/2022|S|Estudios secundarios completos|Trabajó al menos una hora|Cuenta propia|Permanente|Carpintería de Obra y Campo||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Cuenta propia|Desconoce|Carpintero||
3389|05/02/2018|S|Estudios superiores completos|Trabajó al menos una hora|Obrero o empleado|Permanente|||N|Estudios superiores completos||||||
3399|14/04/2004|||Trabajó al menos una hora|||||||No esta pensando en trabajar|||||
3404|13/05/2022|N|Estudios universitarios incompletos|Trabajó al menos una hora|Cuenta propia|Permanente|||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Cuenta propia|Temporaria|NADA||
3405|14/04/2004|||Trabajó al menos una hora|||||||No esta pensando en trabajar|||||
3411|16/04/2004|||Trabajó al menos una hora|||||||No esta pensando en trabajar|||||
3416|16/04/2004|||Trabajó al menos una hora|||||||No esta pensando en trabajar|||||
3448|20/02/2012|S|Estudios superiores incompletos|Trabajó al menos una hora|Obrero o empleado|Permanente|administrativa||S|Estudios primarios completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|||
3464|16/04/2004||Estudios secundarios incompletos|Trabajó al menos una hora||||||Estudios primarios completos|Trabaj¿ al menos una hora|||||
3489|27/02/2006||Estudios secundarios completos|Trabajó al menos una hora||||||Estudios primarios completos|No esta pensando en trabajar|||||
3507|18/04/2022|S|Estudios universitarios completos|Trabajó al menos una hora|Patrón|Permanente|contador||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Administradora de Negocio||
3518|23/04/2004|||||||||Estudios secundarios completos|No esta pensando en trabajar||||Es jubilado ¿ pensionado|
3520|23/04/2004||Estudios superiores incompletos|No esta pensando en trabajar||||Es jubilado ¿ pensionado||Estudios primarios incompletos|No esta pensando en trabajar|||||
3524|23/04/2004||Estudios superiores completos|Trabajó al menos una hora||||||Estudios superiores incompletos|No esta pensando en trabajar|||||
3539|06/04/2020|S|Estudios universitarios completos|No esta pensando en trabajar|||||S|Estudios universitarios completos|Trabaj¿ al menos una hora|Desconoce|Temporaria|||
3546|26/04/2004||Estudios secundarios completos|||||||Estudios secundarios completos||||||
3551|02/03/2010|S|Estudios superiores incompletos|Trabajó al menos una hora|Obrero o empleado|Permanente|empleado||S|Estudios secundarios completos|No esta pensando en trabajar|||||
3556|11/03/2010|D|Desconoce||||||S|Estudios secundarios completos|Trabaj¿ al menos una hora|Obrero o empleado|Permanente|Empleada||
