id|fecha_relevamiento|alu_otestsup_uni|alu_otestsup_tipo|alu_otestsup_carr|alu_otestsup_area|alu_otestsup_niv|alu_otestsup_esta|alu_otestsup_egre|
1001|01/04/2002||||||||
1003|01/04/2002||||||||
1014|01/04/2002||||||||
1017|01/04/2002||||||||
1018|13/02/2003||||||||
1026|01/04/2002||||||||
1033|01/04/2002||||||||
1040|01/04/2002||||||||
1044|01/04/2002||||||||
1051|01/04/2002||||||||
1052|01/04/2002||||||||
1074|01/08/2006||||||||
1097|01/04/2002||||||||
1105|12/03/2004||||||||
1110|17/12/2002||||||||
1117|01/04/2002||||||||
1117|29/11/2002||||||||
1120|08/02/2004||||||||
1120|01/04/2002||||||||
1127|20/12/2002||||||||
1133|01/04/2002||||||||
1136|16/03/2005||||||||
1148|09/02/2004||||||||
1151|01/04/2002||||||||
1157|22/03/2005||||||||
1162|20/12/2002||||||||
1162|30/04/2004||||||||
1166|31/03/2005||||||||
1171|16/12/2002||||||||
1173|11/12/2002||||||||
1178|01/04/2002||||||||
1186|01/04/2002||||||||
1187|01/04/2002||||||||
1188|01/04/2002||||||||
1190|02/02/2004||||||||
1190|12/02/2006||||||||
1197|01/04/2002||||||||
1200|01/04/2002||||||||
1205|13/03/2006||||||||
1215|14/02/2008||||||||
1216|09/02/2004||||||||
1217|01/04/2002||||||||
1222|01/04/2002||||||||
1224|02/02/2004||||||||
1224|06/03/2006||||||||
1227|01/04/2002||||||||
1230|01/04/2002||||||||
1230|26/02/2004||||||||
1242|01/04/2002||||||||
1268|01/04/2002||||||||
1272|29/03/2007||||||||
1277|14/02/2004||||||||
1286|06/12/2002||||||||
1290|15/02/2005||||||||
1292|27/11/2002||||||||
1303|01/04/2002||||||||
1306|01/04/2002||||||||
1312|11/03/2005||||||||
1312|09/02/2004||||||||
1312|20/12/2002||||||||
1313|01/04/2002||||||||
1320|19/02/2004||||||||
1320|05/02/2007||||||||
1321|01/04/2002||||||||
1330|01/04/2002||||||||
1330|21/04/2006||||||||
1331|03/02/2004||||||||
1331|19/12/2002||||||||
1334|22/02/2004||||||||
1336|01/04/2002||||||||
1346|01/04/2002||||||||
1350|01/04/2002||||||||
1351|29/11/2002||||||||
1351|28/02/2005||||||||
1357|24/02/2003||||||||
1357|18/02/2004||||||||
1375|18/12/2002||||||||
1375|03/02/2006||||||||
1381|27/02/2006||||||||
1393|14/02/2005||||||||
1398|23/02/2004||||||||
1399|01/04/2002||||||||
1409|01/04/2002||||||||
1409|14/03/2005||||||||
1414|01/04/2002||||||||
1427|04/03/2006||||||||
1428|01/04/2002||||||||
1430|01/04/2002||||||||
1436|01/04/2002||||||||
1438|01/04/2002||||||||
1440|05/04/2008||||||||
1444|01/04/2002||||||||
1447|26/02/2004||||||||
1452|12/02/2004||||||||
1460|01/04/2002||||||||
1468|13/12/2002||||||||
1470|27/01/2007||||||||
1472|04/03/2008||||||||
1477|01/04/2002||||||||
1483|22/02/2005||||||||
1483|07/01/2008||||||||
1486|01/04/2002||||||||
1492|01/04/2002||||||||
1494|01/04/2002||||||||
1496|01/04/2002||||||||
1497|02/02/2007||||||||
1502|01/04/2002||||||||
1503|01/04/2002||||||||
1504|01/04/2002||||||||
1507|01/04/2002||||||||
1518|28/02/2005||||||||
1523|01/04/2002||||||||
1539|01/02/2007||||||||
1539|10/03/2005||||||||
1559|01/04/2002||||||||
1562|26/03/2007||||||||
1567|01/04/2002||||||||
1569|03/12/2002||||||||
1573|01/04/2002||||||||
1579|01/04/2002||||||||
1584|01/04/2002||||||||
1597|04/02/2003||||||||
1609|12/02/2003||||||||
1610|27/11/2002||||||||
1612|01/04/2002||||||||
1641|12/02/2004||||||||
1641|27/02/2008||||||||
1646|12/03/2004||||||||
1648|10/02/2004||||||||
1651|01/04/2002||||||||
1656|10/02/2004||||||||
1657|01/04/2002||||||||
1659|19/03/2003||||||||
1662|13/02/2003||||||||
1663|01/04/2002||||||||
1674|17/02/2004||||||||
1674|07/02/2007||||||||
1680|16/12/2002||||||||
1681|17/02/2005||||||||
1689|01/04/2002||||||||
1693|01/04/2002||||||||
1694|01/04/2002||||||||
1698|01/04/2002||||||||
1698|23/03/2007||||||||
1701|01/04/2002||||||||
1701|18/02/2004||||||||
1706|20/02/2004||||||||
1708|01/04/2002||||||||
1718|01/04/2002||||||||
1719|01/04/2002||||||||
1720|20/12/2002||||||||
1720|03/03/2004||||||||
1725|01/04/2002||||||||
1731|18/03/2005||||||||
1733|13/12/2002||||||||
1738|01/04/2002||||||||
1741|01/04/2002||||||||
1744|28/02/2005||||||||
1752|02/03/2004||||||||
1756|27/04/2006||||||||
1757|01/04/2002||||||||
1769|26/12/2006||||||||
1769|19/12/2002||||||||
1772|02/03/2006||||||||
1773|01/04/2002||||||||
1774|01/04/2002||||||||
1778|12/06/2007||||||||
1778|05/12/2002||||||||
1778|01/04/2002||||||||
1779|30/08/2005||||||||
1788|20/02/2007||||||||
1798|10/12/2002||||||||
1805|01/04/2002||||||||
1820|14/03/2005||||||||
1821|01/04/2002||||||||
1834|27/11/2002||||||||
1834|24/11/2006||||||||
1834|13/02/2008||||||||
1836|01/04/2002||||||||
1837|25/03/2004||||||||
1840|01/04/2002||||||||
1853|06/02/2004||||||||
1859|03/02/2004||||||||
1862|16/12/2002||||||||
1863|06/12/2002||||||||
1868|18/12/2002||||||||
1871|29/11/2002||||||||
1872|27/11/2002||||||||
1873|03/02/2004||||||||
1877|16/02/2005||||||||
1879|01/04/2002||||||||
1879|16/03/2005||||||||
1890|06/12/2002||||||||
1890|22/02/2005||||||||
1891|07/02/2004||||||||
1900|27/11/2002||||||||
1908|01/04/2002||||||||
1910|06/05/2005||||||||
1914|27/04/2006||||||||
1914|17/02/2004||||||||
1917|01/04/2002||||||||
1919|01/04/2002||||||||
1919|03/02/2003||||||||
1920|21/06/2005||||||||
1926|18/08/2006||||||||
1929|01/04/2002||||||||
1934|05/02/2004||||||||
1935|20/02/2004||||||||
1935|28/02/2008||||||||
1937|06/02/2006||||||||
1939|19/02/2008||||||||
1944|17/12/2002||||||||
1946|04/02/2004||||||||
1951|04/02/2004||||||||
1952|01/04/2002||||||||
1954|13/03/2008||||||||
1957|17/03/2004||||||||
1959|02/02/2006||||||||
3579|02/02/2006||||||||
1961|04/12/2002||||||||
1962|01/04/2002||||||||
1980|22/02/2005||||||||
1983|01/04/2002||||||||
1983|10/03/2008||||||||
1987|12/02/2004||||||||
1989|20/02/2006||||||||
1991|01/04/2002||||||||
1993|01/12/2002||||||||
1996|18/12/2002||||||||
1996|01/04/2002||||||||
1997|01/04/2002||||||||
1999|01/04/2002||||||||
2013|06/04/2004||||||||
2016|24/02/2005||||||||
2016|05/12/2002||||||||
2020|19/02/2007||||||||
2030|03/12/2002||||||||
2032|11/03/2004||||||||
2032|04/03/2001||||||||
2043|08/03/2005||||||||
2045|10/03/2004||||||||
2051|12/02/2003||||||||
2056|03/02/2003||||||||
2057|29/03/2006||||||||
2062|01/04/2002||||||||
2067|01/04/2002||||||||
2070|01/04/2002||||||||
2086|13/12/2002||||||||
2090|01/04/2002||||||||
2090|16/12/2002||||||||
2092|07/02/2007||||||||
2100|12/03/2006||||||||
2103|04/08/2005||||||||
2103|10/03/2008||||||||
2104|07/03/2006||||||||
2105|06/02/2007||||||||
2112|01/04/2002||||||||
2127|12/02/2004||||||||
2138|01/04/2002||||||||
2144|02/03/2005||||||||
2144|06/02/2004||||||||
2147|01/04/2002||||||||
2152|01/12/2002||||||||
2153|05/09/2007||||||||
2160|07/02/2005||||||||
2163|10/02/2003||||||||
2166|15/03/2005||||||||
2168|20/04/2004||||||||
2179|18/12/2002||||||||
2181|01/04/2002||||||||
2181|01/02/2007||||||||
2183|01/12/2006||||||||
2185|14/04/2005||||||||
2186|09/03/2007||||||||
2187|05/02/2007||||||||
2188|17/02/2005||||||||
2189|06/02/2006||||||||
2190|13/03/2007||||||||
2193|01/04/2002||||||||
2194|02/03/2006||||||||
2201|13/03/2006||||||||
2202|06/02/2003||||||||
2207|04/05/2006||||||||
2210|22/03/2004||||||||
2210|01/04/2002||||||||
2216|08/03/2004||||||||
2216|07/03/2006||||||||
2218|13/12/2002||||||||
2220|16/03/2004||||||||
2220|01/04/2002||||||||
2222|16/12/2002||||||||
2227|09/03/2004||||||||
2228|08/03/2005||||||||
2229|20/08/2007||||||||
2229|01/04/2002||||||||
2234|20/12/2002||||||||
2237|09/12/2002||||||||
2238|11/02/2003||||||||
2254|13/07/2005||||||||
2262|25/03/2004||||||||
2270|16/03/2007||||||||
2275|01/04/2002||||||||
2277|04/03/2008||||||||
2278|02/02/2004||||||||
2283|25/03/2004||||||||
2283|01/04/2002||||||||
2284|01/04/2002||||||||
2288|27/03/2003||||||||
2290|25/01/2007||||||||
2296|21/02/2005||||||||
2296|01/04/2002||||||||
2302|07/03/2006||||||||
2305|29/11/2002||||||||
2306|16/03/2004||||||||
2308|21/07/2007||||||||
2312|04/08/2005||||||||
2314|08/03/2006||||||||
2320|07/02/2008||||||||
2320|09/11/2006||||||||
2324|02/03/2005||||||||
2325|01/04/2002||||||||
2329|01/04/2002||||||||
2334|01/04/2002||||||||
2342|05/08/2006||||||||
2355|01/04/2002||||||||
2359|01/04/2002||||||||
2361|01/04/2002||||||||
2373|01/04/2002||||||||
2379|01/04/2002||||||||
2387|01/04/2002||||||||
2393|06/03/2007||||||||
2410|12/02/2003||||||||
2412|01/04/2002||||||||
2413|17/03/2004||||||||
2426|15/02/2005||||||||
2426|04/02/2008||||||||
2427|04/02/2004||||||||
2428|16/12/2002||||||||
2428|17/02/2004||||||||
2429|14/03/2008||||||||
2429|04/03/2004||||||||
2431|27/07/2005||||||||
2433|02/02/2004||||||||
2435|01/04/2002||||||||
2437|03/02/2007||||||||
2438|28/11/2002||||||||
2440|18/12/2002||||||||
2441|08/02/2004||||||||
2441|01/04/2002||||||||
2442|01/04/2002||||||||
2448|01/04/2002||||||||
2450|05/03/2006||||||||
2454|05/02/2007||||||||
2454|01/04/2002||||||||
2458|10/02/2004||||||||
2464|01/03/2003||||||||
2464|11/02/2004||||||||
2466|22/03/2007||||||||
2467|18/02/2003||||||||
2471|01/04/2002||||||||
2471|07/04/2008||||||||
2478|06/03/2007||||||||
2498|01/04/2002||||||||
2498|11/12/2002||||||||
2513|11/03/2007||||||||
2520|05/02/2003||||||||
2523|01/04/2002||||||||
2526|18/12/2002||||||||
2527|23/03/2006||||||||
2528|01/04/2002||||||||
2529|01/04/2002||||||||
2536|21/03/2005||||||||
2536|07/03/2007||||||||
2539|01/04/2002||||||||
2539|20/02/2004||||||||
2540|19/02/2007||||||||
2544|01/04/2002||||||||
2547|01/04/2002||||||||
2555|12/02/2004||||||||
2555|20/12/2002||||||||
2564|09/03/2004||||||||
2564|11/02/2003||||||||
2564|04/03/2007||||||||
2565|01/04/2002||||||||
2568|01/04/2002||||||||
2570|12/04/2005||||||||
2573|01/04/2002||||||||
2575|07/02/2004||||||||
2578|01/04/2002||||||||
2588|07/02/2008|Instituto de Educacion Superior Tandil|Privada|Tecnico en Hotelería|Educación|Superior no universitario|Terminó|2006|
2602|12/12/2002||||||||
2603|04/12/2002||||||||
2607|16/03/2004||||||||
2614|01/03/2006||||||||
2618|01/02/2008||||||||
2618|01/04/2002||||||||
2621|09/02/2005||||||||
2621|14/02/2006||||||||
2623|01/04/2002||||||||
2625|01/04/2002||||||||
2627|13/02/2004||||||||
2630|01/04/2002||||||||
2632|16/12/2002||||||||
2632|05/02/2007||||||||
2634|01/04/2002||||||||
2639|01/04/2002||||||||
2648|10/03/2008||||||||
2649|01/04/2002||||||||
2655|07/02/2007||||||||
2661|02/12/2002||||||||
2662|25/03/2004||||||||
2669|26/02/2007||||||||
2670|01/04/2002||||||||
2671|02/03/2006||||||||
2671|31/01/2008||||||||
2677|01/04/2002||||||||
2687|01/03/2005||||||||
2689|10/02/2008||||Educación||||
2694|01/04/2002||||||||
2697|01/04/2002||||||||
2697|16/02/2004||||||||
2700|06/12/2002||||||||
2703|12/04/2002||||||||
2711|07/03/2007||||||||
2721|05/02/2008||||||||
2721|18/02/2005||||||||
2723|12/03/2004||||||||
2725|18/02/2006||||||||
2726|02/03/2008||||||||
2727|06/02/2008||||||||
2728|28/11/2002||||||||
2728|22/04/2002||||||||
2732|10/02/2004||||||||
2733|28/02/2004||||||||
2740|23/04/2002||||||||
2745|12/03/2004||||||||
2746|27/02/2006||||||||
2748|03/02/2008||||||||
2749|05/02/2008||||||||
2750|24/04/2002||||||||
2752|24/04/2002||||||||
2755|24/04/2002||||||||
2756|04/12/2002||||||||
2168|13/02/2009||||||||
2764|23/04/2002||||||||
2768|17/03/2004||||||||
2769|03/12/2002||||||||
2771|18/12/2002||||||||
2778|01/03/2006||||||||
2779|18/02/2005||||||||
2782|25/04/2002||||||||
2789|20/12/2002||||||||
2790|05/02/2007||||||||
2790|18/02/2008||||||||
2792|26/04/2002||||||||
2793|01/12/2002||||||||
2793|09/02/2008||||||||
2794|04/09/2007||||||||
2794|22/02/2004||||||||
2796|11/12/2002||||||||
2801|09/02/2004||||||||
2801|14/02/2008||||||||
2806|11/02/2004||||||||
2807|03/12/2002||||||||
2813|09/12/2002||||||||
2818|26/02/2004||||||||
2819|29/04/2002||||||||
2823|12/12/2002||||||||
2825|28/11/2002||||||||
2828|07/02/2003||||||||
2828|29/04/2002||||||||
2830|30/04/2002||||||||
2831|30/04/2002||||||||
2832|21/02/2006||||||||
2836|20/02/2004||||||||
2838|05/02/2008||||||||
2847|16/03/2007||||||||
2849|30/04/2002||||||||
2855|15/04/2002||||||||
2859|15/04/2002||||||||
2864|24/07/2005||||||||
2868|22/02/2004||||||||
2868|17/12/2002||||||||
2870|15/04/2002||||||||
2875|19/02/2006||||||||
2876|04/02/2004||||||||
2876|15/04/2002||||||||
2877|26/02/2006||||||||
2878|20/12/2002||||||||
2879|15/04/2002||||||||
2881|23/03/2004||||||||
2884|19/02/2005||||||||
2893|18/02/2008||||||||
2897|11/02/2004||||||||
2900|12/02/2003||||||||
2901|16/03/2004||||||||
2905|18/12/2002||||||||
2905|02/08/2005||||||||
2906|02/03/2006||||||||
2907|02/03/2007||||||||
2907|01/03/2006||||||||
2917|06/02/2007||||||||
2920|19/07/2005||||||||
2924|28/11/2002||||||||
2927|17/04/2002||||||||
2927|20/02/2003||||||||
2927|19/03/2004||||||||
2928|04/03/2008||||||||
2929|17/04/2002||||||||
2930|18/12/2006||||||||
2933|16/03/2004||||||||
2940|17/03/2004||||||||
2941|18/04/2002||||||||
2941|27/02/2006||||||||
2947|11/03/2005||||||||
2948|18/04/2002||||||||
2965|30/04/2002||||||||
2969|20/12/2002||||||||
2979|30/04/2002||||||||
2980|20/01/2007||||||||
2980|15/03/2005||||||||
2983|16/03/2003||||||||
2987|30/04/2002||||||||
2996|11/02/2003||||||||
3004|17/03/2004||||||||
3008|28/11/2002||||||||
3015|04/02/2004||||||||
3029|29/11/2002||||||||
3031|11/03/2004||||||||
3039|26/02/2004||||||||
3042|22/02/2007||||||||
3043|08/03/2004||||||||
3043|20/03/2005||||||||
3045|16/02/2007||||||||
3047|01/04/2003||||||||
3050|10/11/2004||||||||
3053|06/05/2004||||||||
3054|02/04/2003||||||||
3064|31/03/2004||||||||
3065|06/02/2006||||||||
3066|02/03/2005||||||||
3067|01/02/2007||||||||
3067|14/02/2005||||||||
3068|09/02/2004||||||||
3069|14/02/2006||||||||
3070|03/03/2006||||||||
3071|08/04/2003||||||||
3071|19/02/2004||||||||
3077|25/03/2007||||||||
3082|27/11/2006||||||||
3083|08/03/2006||||||||
3085|09/03/2004||||||||
3085|04/02/2008||||||||
3088|09/04/2003||||||||
3091|09/04/2003||||||||
3101|31/03/2004||||||||
3105|10/04/2003||||||||
3107|11/04/2003||||||||
3111|12/02/2006||||||||
3111|28/02/2008||||||||
3117|15/02/2005||||||||
3119|25/02/2005||||||||
3246|19/05/2014||||||||
3148|01/03/2004||||||||
3148|16/04/2003||||||||
3152|25/03/2004||||||||
3166|16/04/2003||||||||
3169|28/02/2006||||||||
3178|11/02/2008||||||||
3178|16/04/2003||||||||
3184|16/04/2003||||||||
3185|19/08/2005||||||||
3188|02/03/2006||||||||
3190|13/02/2007||||||||
3193|28/02/2006||||||||
3194|15/02/2007||||||||
3195|19/02/2004||||||||
3201|11/03/2004||||||||
3202|10/02/2004||||||||
3204|21/04/2003||||||||
3209|17/02/2007||||||||
3211|03/02/2008||||||||
3213|21/04/2003||||||||
3216|17/02/2005||||||||
3217|06/02/2008||||||||
3218|23/04/2003||||||||
3223|03/03/2004||||||||
3233|13/03/2007||||||||
3242|03/03/2008||||||||
3248|16/08/2006||||||||
3250|21/04/2003||||||||
3256|21/04/2003||||||||
3261|21/04/2003||||||||
3263|09/01/2006||||||||
3265|22/04/2003||||||||
3272|06/07/2004||||||||
3274|26/02/2004||||||||
3275|06/04/2004||||||||
3276|12/03/2004||||||||
3276|22/04/2003||||||||
3277|11/03/2004||||||||
3281|11/03/2005||||||||
3295|22/02/2008||||||||
3296|16/01/2006||||||||
3305|14/04/2004||||||||
3309|15/04/2004||||||||
3312|27/12/2006||||||||
3318|27/03/2006||||||||
3322|14/04/2004||||||||
3323|16/04/2004||||||||
3325|14/04/2004||||||||
3333|14/04/2004||||||||
3336|14/04/2004||||||||
3340|15/04/2004||||||||
3346|09/04/2007||||||||
3349|08/02/2006||||||||
3357|02/02/2008||||||||
3357|01/02/2007||||||||
3363|16/02/2007||||||||
3370|16/04/2004||||||||
3371|14/04/2004||||||||
3375|24/02/2007||||||||
3377|15/04/2004||||||||
3377|08/02/2008||||||||
3378|20/02/2008||||||||
3378|02/03/2006||||||||
3386|14/02/2006||||||||
3387|02/03/2006||||||||
3389|05/02/2006||||||||
3392|14/04/2004||||||||
3394|24/04/2007||||||||
3394|14/04/2004||||||||
3397|29/08/2005||||||||
3404|14/04/2004||||||||
3410|16/04/2004||||||||
3415|13/02/2006||||||||
3419|07/01/2006||||||||
3423|01/02/2008||||||||
3426|15/04/2004||||||||
3435|19/02/2008||||||||
3440|18/03/2008||||||||
3448|04/02/2007||||||||
3455|26/04/2005||||||||
3455|03/02/2007||||||||
3455|19/02/2008||||||||
3458|18/07/2007||||||||
3458|06/07/2006||||||||
3459|28/02/2006||||||||
3463|04/02/2008||||||||
3466|16/04/2004||||||||
3467|31/01/2006||||||||
3469|16/04/2004||||||||
3473|29/12/2005||||||||
2116|05/03/2009||||||||
3490|19/04/2004||||||||
3500|04/04/2008||||||||
3510|23/04/2004||||||||
3518|23/04/2004||||||||
3521|23/04/2004||||||||
3522|23/04/2004||||||||
3540|26/04/2004||||||||
3547|03/02/2008||||||||
3550|26/04/2004||||||||
3550|03/03/2008||||||||
3551|26/04/2004||||||||
3558|26/04/2004||||||||
3560|23/02/2007||||||||
3570|27/04/2004||||||||
3573|27/04/2004||||||||
3575|27/04/2004||||||||
3575|26/02/2008||||||||
3576|27/04/2004||||||||
3587|29/04/2004||||||||
3587|04/08/2005||||||||
3590|07/03/2006||||||||
3602|03/02/2008||||||||
3603|06/02/2008||||||||
3604|14/03/2005||||||||
3615|16/03/2005||||||||
3620|16/03/2005||||||||
3623|17/03/2005||||||||
3627|17/03/2005||||||||
3628|12/06/2006||||||||
3632|14/07/2006||||||||
3636|21/02/2008||||||||
3640|18/03/2005||||||||
3644|06/02/2007||||||||
3647|05/09/2007||||||||
3650|02/02/2008||||||||
3650|21/03/2005||||||||
3655|03/02/2007||||||||
3659|22/03/2005||||||||
3659|14/08/2006||||||||
3672|28/03/2005||||||||
3677|29/03/2005||||||||
3678|04/06/2007||||||||
3680|21/02/2008||||||||
3683|19/02/2007||||||||
3684|11/07/2006||||||||
3687|07/02/2007||||||||
3690|05/02/2007||||||||
3702|30/03/2005||||||||
3706|01/02/2007||||||||
3713|27/02/2008||||||||
3714|31/03/2005||||||||
3717|19/06/2006||||||||
3725|16/03/2007||||||||
3726|22/06/2006||||||||
3731|01/04/2005||||||||
3731|17/02/2007||||||||
3732|05/04/2005||||||||
3745|10/03/2007||||||||
3753|07/04/2005||||||||
3760|04/03/2008||||||||
3766|08/04/2005||||||||
3772|17/11/2006||||||||
3783|19/02/2005||||||||
3808|03/04/2006||||||||
3819|03/03/2008||||||||
3822|03/04/2006||||||||
3836|01/02/2008||||||||
3854|07/04/2006||||||||
3872|18/04/2006||||||||
3877|18/04/2006||||||||
3884|07/11/2007||||||||
3896|20/04/2006||||||||
3897|20/04/2006||||||||
3900|20/04/2006||||||||
3917|21/04/2006||||||||
3922|29/12/2007||||||||
3936|24/04/2006||||||||
3947|25/04/2006||||||||
3953|25/04/2006||||||||
3959|25/04/2006||||||||
3978|26/04/2006||||||||
3988|26/04/2006||||||||
3992|26/04/2006||||||||
3994|27/04/2006||||||||
3997|27/04/2006||||||||
4001|27/04/2006||||||||
4002|27/04/2006||||||||
4006|27/04/2006||||||||
4008|27/04/2006||||||||
4013|07/08/2007||||||||
4021|04/05/2006||||||||
4022|09/02/2008||||||||
4028|05/05/2006||||||||
4029|10/09/2007||||||||
4038|08/05/2006||||||||
4041|18/08/2006||||||||
4042|16/03/2007||||||||
4044|16/03/2007||||||||
4049|16/03/2007||||||||
4060|20/03/2007||||||||
4076|20/03/2007||||||||
4086|21/03/2007||||||||
4106|22/03/2007||||||||
4127|25/03/2008||||||||
4135|22/03/2007||||||||
4157|26/03/2007||||||||
4162|26/03/2007||||||||
4169|26/03/2007||||||||
4175|26/03/2007||||||||
4182|27/03/2007||||||||
4183|27/03/2007||||||||
4190|27/03/2007||||||||
4192|27/03/2007||||||||
4196|28/03/2007||||||||
4242|13/12/2007||||||||
4247|20/02/2008||||||||
4249|20/02/2008||||||||
4257|21/02/2008||||||||
4267|21/02/2008||||||||
4284|25/02/2008||||||||
4309|27/02/2008||||||||
4310|27/02/2008||||||||
4318|28/02/2008||||||||
4326|28/02/2008||||||||
4328|28/02/2008||||||||
4337|27/02/2008||||||||
4356|05/03/2008||||||||
4384|11/03/2008||||||||
4407|13/03/2008||||||||
4424|19/03/2008||||||||
4436|25/03/2008||||||||
4438|25/03/2008||||||||
4450|27/03/2008||||||||
4467|31/03/2008||||||||
4476|31/03/2008||||||||
4492|03/04/2008||||||||
4499|07/04/2008||||||||
4504|07/04/2008||||||||
4511|07/04/2008||||||||
2817|08/05/2008||||||||
1334|15/05/2008||||||||
3696|16/05/2008||||||||
2512|21/05/2008||||||||
1511|30/05/2008||||||||
4535|04/06/2008||||||||
4210|10/06/2008||||||||
651|18/06/2008||||||||
3474|30/06/2008|Escuela Nacional Normal Superior del Profesorado B. Rivadavia de Azul|Pública|profesora en matematica fisica y cosmografia|Ciencias Básicas|Superior no universitario|Terminó|1987|
2450|16/07/2008|Universidad Nacional del Centro de la Provincia de Buenos Aires|Pública|Profesorado de Matemática||Universitario|Terminó|2005|
4124|30/07/2008||||||||
2949|10/08/2008||||||||
1041|11/08/2008||||||||
1698|11/08/2008||||||||
1825|18/08/2008||||||||
931|21/08/2008||||||||
4148|27/08/2008|Universidad del Museo Social Argentino (UMSA)|Privada|Lic. en Periodismo|Ciencias Sociales|Universitario|Terminó|2006|
2115|02/10/2008||||||||
1298|20/10/2008||||||||
1956|06/11/2008||||||||
2020|24/11/2008||||||||
431|01/12/2008||||||||
857|05/12/2008||||||||
3182|02/02/2009||||||||
2939|02/02/2009||||||||
2690|02/02/2009||||||||
3610|02/02/2009||||||||
3907|02/02/2009||||||||
3772|02/02/2009||||||||
3444|02/02/2009||||||||
3333|02/02/2009||||||||
3577|02/02/2009||||||||
3864|03/02/2009||||||||
2324|03/02/2009||||||||
1778|03/02/2009||||||||
3860|03/02/2009||||||||
3497|04/02/2009||||||||
